id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,80020059,83774,77132009,1711144,96.4%,1176906,1.5%
2,欧洲,66446746,207122,59360931,5755759,89.3%,1330056,2.0%
3,非洲,8611327,2519,7958540,432575,92.4%,220212,2.6%
4,大洋洲,325370,1996,277180,44336,85.2%,3854,1.2%
5,北美洲,56927452,26739,45750762,10015967,80.4%,1160723,2.0%
6,南美洲,38558741,13686,36679491,705964,95.1%,1173286,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
