id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,118631292,637566,108680695,8602016,91.6%,1348581,1.1%
2,欧洲,158525857,750019,137433848,19373630,86.7%,1718379,1.1%
3,非洲,11555799,6664,10675861,630047,92.4%,249891,2.2%
4,大洋洲,3756470,59863,3311432,437069,88.2%,7969,0.2%
5,北美洲,95177437,96961,66704444,27061468,70.1%,1411525,1.5%
6,南美洲,54498776,75871,48582658,4655666,89.1%,1260452,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
