id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,269210,6855,136788,1387,150,7,1646236800,20162,4,648,198,18,-2,15010,254128,233,19857,125567,19244,1
2,oversea,442146343,5996810,375389637,None,None,None,1646236800,1626944,None,1969350,8530,None,None,None,None,None,None,60759896,-350936,None
