id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,128557,5697,119536,471,14,3,1638720000,164,2,67,0,16,4,10316,118186,34,75,34,75,3324,60,1
2,oversea,266743213,5275764,240370747,None,None,None,1638720000,451928,None,364154,7448,None,None,None,None,None,None,None,None,21096702,80326,None
