id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,82524568,74179,79778769,1526370,96.7%,1219429,1.5%
2,欧洲,76009040,308526,66705112,7863435,87.8%,1440493,1.9%
3,非洲,8834867,14346,8168712,441714,92.5%,224441,2.5%
4,大洋洲,380316,1608,334807,41207,88.0%,4302,1.1%
5,北美洲,59891562,41249,48214470,10474307,80.5%,1202785,2.0%
6,南美洲,39102148,12020,37168178,749669,95.1%,1184301,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
