id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,82,0,79,3,0,0,0,0,1,0,0
3,青海,0,0,32,0,30,2,0,0,0,0,1,0,0
4,台湾,0,0,21288,125,13742,6693,125,0,853,0,1,0,0
5,香港,0,0,254943,3719,27202,224012,2474,960,3729,285,1,0,0
6,贵州,0,0,164,2,160,2,2,0,2,0,1,2,0
7,吉林,1535,746,2685,1416,589,2093,1416,0,3,0,1,1414,2
8,新疆,0,0,996,0,993,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,2,1,1666,1,1581,84,-18,19,1,0,1,1,0
11,甘肃,92,38,540,5,366,172,5,0,2,0,1,5,0
12,天津,34,14,1273,23,1141,129,20,3,3,0,1,17,6
13,山西,0,0,295,0,272,23,-4,4,0,0,1,0,0
14,辽宁,127,54,1052,5,924,126,-9,14,2,0,1,1,4
15,黑龙江,67,0,2114,3,2063,38,3,0,13,0,1,3,0
16,海南,3,0,193,0,184,3,0,0,6,0,1,0,0
17,河北,85,40,1607,33,1469,131,33,0,7,0,1,33,0
18,陕西,0,4,2962,43,2823,136,43,0,3,0,1,43,0
19,云南,300,21,2004,2,1905,97,-3,5,2,0,1,2,0
20,广西,233,12,1260,4,992,266,-18,22,2,0,1,0,4
21,福建,22,1,1593,1,1513,79,-3,4,1,0,1,0,1
22,上海,739,120,4767,20,4113,647,-6,26,7,0,1,7,13
23,北京,200,4,1630,21,1430,191,13,8,9,0,1,9,12
24,江苏,82,22,1913,27,1743,170,22,5,0,0,1,26,1
25,四川,71,6,1560,3,1403,154,0,3,3,0,1,0,3
26,山东,1232,209,1979,228,1108,864,227,1,7,0,1,217,11
27,江西,1,1,959,0,958,0,0,0,1,0,1,0,0
28,重庆,20,3,640,12,608,26,12,0,6,0,1,12,0
29,安徽,5,1,1017,1,1003,8,1,0,6,0,1,0,1
30,湖南,5,4,1237,1,1227,6,1,0,4,0,1,1,0
31,河南,99,16,2709,1,2642,45,0,1,22,0,1,1,0
32,广东,1484,222,5779,96,4165,1606,48,48,8,0,1,62,34
33,浙江,234,11,2399,58,2059,339,58,0,1,0,1,19,39
34,湖北,25,1,68386,0,63823,51,-5,5,4512,0,1,0,0
