id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,125177447,761483,112162994,11651853,89.6%,1362600,1.1%
2,欧洲,164669268,490583,145398753,17531848,88.3%,1738667,1.1%
3,非洲,11628880,5625,10778920,598256,92.7%,251704,2.2%
4,大洋洲,4211709,50556,3668369,535084,87.1%,8256,0.2%
5,北美洲,95674375,66219,68697263,25551419,71.8%,1425693,1.5%
6,南美洲,55207731,67702,49881869,4058193,90.4%,1267669,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
