id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,122881148,488019,111349892,10172201,90.6%,1359055,1.1%
2,欧洲,163135871,825569,143624642,17777268,88.0%,1733961,1.1%
3,非洲,11611164,17481,10767716,591992,92.7%,251456,2.2%
4,大洋洲,4039857,39061,3533927,497780,87.5%,8150,0.2%
5,北美洲,95570072,75879,68327635,25819600,71.5%,1422837,1.5%
6,南美洲,55049765,81114,49668627,4114966,90.2%,1266172,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
