id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,168227,5986,133169,880,118,4,1645718400,4255,0,362,73,18,0,14065,154064,156,4001,29072,3722,1
2,oversea,433551109,5952406,363281261,None,None,None,1645718400,1756758,None,2331788,10426,None,None,None,None,None,None,64317442,-585456,None
