id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,115023399,594725,106294944,7390627,92.4%,1337828,1.2%
2,欧洲,154771243,847791,130527865,22540421,84.3%,1702957,1.1%
3,非洲,11505923,6942,10583817,673197,92.0%,248909,2.2%
4,大洋洲,3482179,39891,3142696,331771,90.3%,7712,0.2%
5,北美洲,94727706,112423,65250644,28077418,68.9%,1399644,1.5%
6,南美洲,54039947,154986,47480596,5304008,87.9%,1255343,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
