id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,115635043,501530,106739307,7555938,92.3%,1339798,1.2%
2,欧洲,155330816,552174,131581191,22044472,84.7%,1705153,1.1%
3,非洲,11514070,9017,10599122,665866,92.1%,249082,2.2%
4,大洋洲,3515839,35860,3164962,343136,90.0%,7741,0.2%
5,北美洲,94777638,117626,65444251,27932588,69.1%,1400799,1.5%
6,南美洲,54159185,109848,47620563,5282003,87.9%,1256619,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
