id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,128319,5697,119437,459,21,1,1638547200,74,0,39,0,12,0,10259,118060,17,57,17,57,3185,35,1
2,oversea,265564475,5258278,239239759,None,None,None,1638547200,706331,None,510827,8088,None,None,None,None,None,None,None,None,21066438,187416,None
