id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,128489454,593131,113674274,13446819,88.5%,1368361,1.1%
2,欧洲,167648940,747753,148463201,17439006,88.6%,1746733,1.0%
3,非洲,11649607,12135,10813417,584321,92.8%,251869,2.2%
4,大洋洲,4463022,79203,3852668,601976,86.3%,8378,0.2%
5,北美洲,95855277,55983,69497822,24929841,72.5%,1427614,1.5%
6,南美洲,55419552,59935,50459093,3690980,91.0%,1269479,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
