id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,83839328,76548,81172842,1425873,96.8%,1240613,1.5%
2,欧洲,82610306,385733,72215997,8890204,87.4%,1504105,1.8%
3,非洲,9460861,52695,8513510,720028,90.0%,227323,2.4%
4,大洋洲,444683,8489,372206,68036,83.7%,4441,1.0%
5,北美洲,62749449,278959,49645982,11872144,79.1%,1231323,2.0%
6,南美洲,39399263,22638,37376991,832297,94.9%,1189975,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
