id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,130238,5699,120250,497,26,8,1640188800,129,6,73,0,9,-1,10793,119418,32,70,4289,41,1
2,oversea,278518590,5397815,249305369,None,None,None,1640188800,825062,None,638493,7985,None,None,None,None,None,None,23815406,178584,None
