id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,150470,5776,131502,686,38,3,1645286400,619,3,269,12,10,3,13472,136933,73,481,13192,273,1
2,oversea,425119794,5901966,350822927,None,None,None,1645286400,1569763,None,2084550,7789,None,None,None,None,None,None,68394901,-522576,None
