id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,112110386,589644,104003299,6779023,92.8%,1328064,1.2%
2,欧洲,150843369,684282,123203618,25953464,81.7%,1686287,1.1%
3,非洲,11441050,7924,10448500,744905,91.3%,247645,2.2%
4,大洋洲,3305290,19866,3001781,296036,90.8%,7473,0.2%
5,北美洲,94110119,78322,63860517,28865751,67.9%,1383851,1.5%
6,南美洲,53308868,199810,46304513,5755722,86.9%,1248633,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
