id,content,count
1,疫情,643
2,西安,580
3,防控,275
4,人员,187
5,工作,173
6,生活,161
7,抗疫,154
8,保障,133
9,小区,132
10,陕西,130
11,医院,118
12,记者,115
13,服务,114
14,物资,112
15,西安市,107
16,核酸,102
17,群众,100
18,社区,96
19,困难,90
20,市民,89
21,救助,87
22,一线,85
23,期间,78
24,新冠肺炎,77
25,防疫,76
26,新闻,75
27,2022年,72
28,加油,68
29,隔离,67
30,情况,66
31,患者,65
32,2021年,64
33,小时,63
34,力量,60
35,需求,59
36,美国,58
37,病例,58
38,企业,58
39,时间,57
40,做好,56
41,陕西省,54
42,中国,54
43,学生,54
44,送,54
45,发放,54
46,就医,53
47,北京,53
48,核酸检测,52
49,工作人员,51
50,地区,50
51,2021,50
52,电话,50
53,视频,48
54,交警,48
55,抗击,48
56,新增,48
57,提供,47
58,管理,47
59,部门,47
60,2022,47
61,措施,46
62,确诊病例,46
63,志愿者,46
64,英国,46
65,居家,45
66,调整,44
67,发布会,44
68,重点,44
69,相关,44
70,发布,43
71,人民,43
72,通知,42
73,媒体,42
74,新冠,42
75,希望,41
76,紧急,41
77,热线,41
78,组织,41
79,新年,41
80,坚守,39
81,本土,39
82,社会,39
83,群体,38
84,筛查,38
85,风险,38
86,国家,38
87,口罩,38
88,温暖,38
89,国际,37
90,跨年,37
91,居民,37
92,营业,37
93,鼓励,37
94,吃,37
95,致敬,36
96,交通,35
97,公司,35
98,区域,35
99,活动,34
100,回家,34
101,消息,33
102,供应,33
103,滞留,33
104,补贴,33
105,解决,32
106,孩子,32
107,管控,32
108,市场,32
109,工地,32
110,爱心,32
111,民主,32
112,市,31
113,建筑,31
114,宁波,31
115,资金,31
116,阳性,30
117,医护,30
118,网友,30
119,守护,30
120,感谢,30
121,出行,29
122,直播,29
123,份,29
124,旅客,28
125,大学,28
126,岁,28
127,下午,28
128,检测,28
129,火车票,28
130,脱欧,28
131,中心,27
132,高校,27
133,健康,27
134,世界,27
135,发现,27
136,切实,27
137,出租车,27
