id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,95773678,589539,88324459,6173563,92.2%,1275656,1.3%
2,欧洲,115684703,1098081,87633377,26453850,75.8%,1597476,1.4%
3,非洲,10780502,24063,9562658,980598,88.7%,237246,2.2%
4,大洋洲,2465332,44480,1318146,1141606,53.5%,5580,0.2%
5,北美洲,85387858,247613,55158356,28931837,64.6%,1297665,1.5%
6,南美洲,46114346,275801,40434410,4474179,87.7%,1205757,2.6%
7,其他,712,0,699,0,98.2%,13,1.8%
