id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,137324,5700,124876,747,43,6,1642953600,226,0,234,0,9,-2,12416,124848,27,139,6748,-47,1
2,oversea,356271586,5619402,282432105,None,None,None,1642953600,2279570,None,1650439,4943,None,None,None,None,None,None,68220079,624188,None
