id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,99111461,631997,91503778,6324830,92.3%,1282853,1.3%
2,欧洲,123787462,1562350,92790884,29383529,75.0%,1613049,1.3%
3,非洲,10980138,28100,9770281,970812,89.0%,239045,2.2%
4,大洋洲,2755901,54888,2400766,349038,87.1%,6097,0.2%
5,北美洲,88393803,666540,56693542,30383471,64.1%,1316790,1.5%
6,南美洲,48153333,451329,41517802,5422249,86.2%,1213282,2.5%
7,其他,712,0,699,0,98.2%,13,1.8%
