id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,81520876,138074,78796837,1523509,96.7%,1200530,1.5%
2,欧洲,71714508,368729,63533312,6785596,88.6%,1395600,1.9%
3,非洲,8694342,24030,8076377,395345,92.9%,222620,2.6%
4,大洋洲,359876,1825,311286,44414,86.5%,4176,1.2%
5,北美洲,58614964,90496,47217945,10209293,80.6%,1187726,2.0%
6,南美洲,38874003,28955,36969879,724603,95.1%,1179521,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
