id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
141,巴勒斯坦,579548,0,569179,5063,0,98.2%,0,5306,0.9%,0,1
142,南非,3691962,1868,3572534,19719,-377,96.8%,2220,99709,2.7%,25,1
143,波黑,373105,143,192218,165273,139,51.5%,0,15614,4.2%,4,1
144,匈牙利,1814362,2068,1650643,119066,-2588,91.0%,4606,44653,2.5%,50,1
145,斯洛文尼亚,916712,2234,884828,25480,303,96.5%,1923,6404,0.7%,8,1
146,波兰,5811109,11633,5174477,523198,2913,89.0%,8599,113434,2.0%,121,1
147,阿根廷,8967210,6137,8762697,77462,1424,97.7%,4659,127051,1.4%,54,1
148,智利,3269062,19172,2423874,801529,-15513,74.1%,34553,43659,1.3%,132,1
149,乌克兰,4894331,6112,4058020,729326,5997,82.9%,0,106985,2.2%,115,1
150,沙特阿拉伯,748489,178,730038,9435,-201,97.5%,377,9016,1.2%,2,1
151,突尼斯,1020546,540,979949,12579,-1429,96.0%,1949,28018,2.7%,20,1
152,塞内加尔,85785,3,83768,53,-6,97.6%,7,1964,2.3%,2,1
153,拉脱维亚,739609,6216,638869,95306,-4872,86.4%,11074,5434,0.7%,14,1
154,摩洛哥,1161980,77,1144938,1008,-323,98.5%,396,16034,1.4%,4,1
155,约旦,1654677,0,1572386,68409,0,95.0%,0,13882,0.8%,0,1
156,葡萄牙,3380263,0,2876177,482801,0,85.1%,0,21285,0.6%,0,1
157,安道尔,38794,0,37925,717,0,97.8%,0,152,0.4%,0,1
158,印度尼西亚,5878910,16110,5369579,357380,-23392,91.3%,39212,151951,2.6%,290,1
159,捷克,3678771,8263,3564211,75434,-5459,96.9%,13690,39126,1.1%,32,1
160,多米尼加,576367,0,571656,337,0,99.2%,0,4374,0.8%,0,1
161,亚美尼亚,421953,128,408215,5168,-227,96.7%,350,8570,2.0%,5,1
162,爱尔兰,1341826,4057,1229577,105638,-1620,91.6%,5665,6611,0.5%,12,1
163,卢森堡,191964,1176,180078,10882,98,93.8%,1074,1004,0.5%,4,1
164,厄瓜多尔,843760,0,443880,364564,0,52.6%,0,35316,4.2%,0,1
165,卡塔尔,358946,125,356884,1388,-184,99.4%,307,674,0.2%,2,1
166,圣马力诺,14523,0,14198,213,0,97.8%,0,112,0.8%,0,1
167,摩纳哥,9736,32,9456,229,16,97.1%,16,51,0.5%,0,1
168,冰岛,158533,2656,75685,82769,2654,47.7%,0,79,0.0%,2,1
169,墨西哥,5599284,8098,4887459,390974,-8897,87.3%,16798,320851,5.7%,197,1
170,阿塞拜疆,790378,225,778543,2246,-372,98.5%,583,9589,1.2%,14,1
171,白俄罗斯,937583,1899,928536,2414,1884,99.0%,0,6633,0.7%,15,1
172,新西兰,347576,42086,141078,206405,7605,40.6%,34455,93,0.0%,26,1
173,立陶宛,959305,5578,873992,76689,-3154,91.1%,8724,8624,0.9%,8,1
174,尼日利亚,254894,0,249326,2426,0,97.8%,0,3142,1.2%,0,1
175,埃及,495373,861,424831,46265,208,85.8%,641,24277,4.9%,12,1
176,荷兰,7055814,69186,5414887,1619239,-17324,76.7%,86497,21688,0.3%,13,1
177,爱沙尼亚,529793,2165,427010,100437,141,80.6%,2014,2346,0.4%,10,1
178,丹麦,2796420,13036,2580962,210382,-8462,92.3%,21471,5076,0.2%,27,1
179,罗马尼亚,2790368,2974,2606660,119373,2924,93.4%,0,64335,2.3%,50,1
180,北马其顿,301016,316,289847,2046,-165,96.3%,468,9123,3.0%,13,1
181,挪威,1346777,7370,88952,1256072,7370,6.6%,0,1753,0.1%,0,1
182,格鲁吉亚,1634686,1543,1584440,33716,-1675,96.9%,3198,16530,1.0%,20,1
183,巴基斯坦,1518083,723,1469930,17849,-240,96.8%,956,30304,2.0%,7,1
184,希腊,2604626,0,2378977,199176,0,91.3%,0,26473,1.0%,0,1
185,阿尔及利亚,265391,20,178008,80522,-3,67.1%,22,6861,2.6%,1,1
186,瑞士,3058800,31877,2474544,570890,4808,80.9%,27064,13366,0.4%,5,1
187,克罗地亚,1072430,1538,1046994,10115,-240,97.6%,1764,15321,1.4%,14,1
188,奥地利,3115867,49323,2727373,373314,23079,87.5%,26217,15180,0.5%,27,1
189,阿曼,386003,0,377476,4277,0,97.8%,0,4250,1.1%,0,1
190,阿富汗,176039,449,158356,10042,177,90.0%,268,7641,4.3%,4,1
191,巴林,535065,1483,518158,15445,-714,96.8%,2197,1462,0.3%,0,1
192,科威特,625202,349,618194,4459,-239,98.9%,588,2549,0.4%,0,1
193,伊拉克,2311926,688,2263685,23147,-879,97.9%,1563,25094,1.1%,4,1
194,黎巴嫩,1083351,956,982902,90256,-5526,90.7%,6473,10193,0.9%,9,1
195,以色列,3707477,13135,3652205,44913,5689,98.5%,7410,10359,0.3%,36,1
196,伊朗,7117544,3953,6768271,210562,-2565,95.1%,6379,138711,1.9%,139,1
197,巴西,29305114,55861,27556598,1093904,-30510,94.0%,85812,654612,2.2%,559,1
198,比利时,3640052,20549,3355843,253801,-12059,92.2%,32541,30408,0.8%,67,1
199,西班牙,11223974,22615,10294394,828445,-17610,91.7%,40140,101135,0.9%,85,1
200,瑞典,2466577,1478,2372096,76716,-14347,96.2%,15776,17765,0.7%,49,1
201,俄罗斯,17290197,50743,15351778,1578204,-101141,88.8%,151210,360215,2.1%,674,1
202,英国,19530485,84092,18229317,1138430,39824,93.3%,44126,162738,0.8%,142,1
203,意大利,13268459,55156,12135331,976479,-30767,91.5%,85787,156649,1.2%,136,1
204,印度,42987875,4194,42431513,40529,-2269,98.7%,6208,515833,1.2%,255,1
205,菲律宾,3670177,240,3565984,46752,-355,97.2%,460,57441,1.6%,135,1
206,芬兰,734262,21159,46000,685609,21079,6.3%,0,2653,0.4%,80,1
207,斯里兰卡,655383,580,618697,20305,454,94.4%,113,16381,2.5%,13,1
208,柬埔寨,133943,237,128623,2274,-69,96.0%,305,3046,2.3%,1,1
209,尼泊尔,977878,62,960878,5050,-128,98.3%,189,11950,1.2%,1,1
210,加拿大,3357009,8037,3207481,112673,257,95.5%,7691,36855,1.1%,89,1
211,德国,16881948,297024,13273700,3482337,107312,78.6%,189500,125911,0.7%,212,1
212,越南,5448935,218459,2983222,2424485,165237,54.7%,53151,41228,0.8%,71,1
213,法国,23381279,74818,22087797,1153453,-84373,94.5%,159084,140029,0.6%,107,1
214,美国,81154960,44683,55757373,24404543,-127285,68.7%,170181,993044,1.2%,1787,1
215,澳大利亚,3567219,34886,3268084,293564,34855,91.6%,0,5571,0.2%,31,1
216,马来西亚,3774786,30787,3418443,322700,4260,90.6%,26457,33643,0.9%,70,1
217,日本,5674476,55867,4971301,677245,-4360,87.6%,60018,25930,0.5%,209,1
218,新加坡,917103,16165,859317,56657,2784,93.7%,13375,1129,0.1%,6,1
219,泰国,3161241,24792,2911447,226148,2664,92.1%,22065,23646,0.7%,63,1
