id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,82915346,77948,80187997,1501739,96.7%,1225610,1.5%
2,欧洲,77827779,290205,68069425,8299593,87.5%,1458761,1.9%
3,非洲,8981202,31927,8207705,548182,91.4%,225315,2.5%
4,大洋洲,389439,1916,347600,37495,89.3%,4344,1.1%
5,北美洲,60551795,168119,48565920,10773908,80.2%,1211967,2.0%
6,南美洲,39191308,21064,37250753,754379,95.0%,1186176,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
