id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,80315234,99944,77446328,1687800,96.4%,1181106,1.5%
2,欧洲,67380727,334388,59928670,6109272,88.9%,1342785,2.0%
3,非洲,8626711,6983,7999664,406246,92.7%,220801,2.6%
4,大洋洲,332253,1880,283817,44520,85.4%,3916,1.2%
5,北美洲,57219460,118236,46029430,10023556,80.4%,1166474,2.0%
6,南美洲,38627102,24764,36745558,707144,95.1%,1174400,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
