id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,83691805,68634,80995793,1458072,96.8%,1237940,1.5%
2,欧洲,81586825,372931,71486790,8603394,87.6%,1496641,1.8%
3,非洲,9347412,30322,8439851,680737,90.3%,226824,2.4%
4,大洋洲,426398,4594,368380,53597,86.4%,4421,1.0%
5,北美洲,62164266,309886,49463972,11472912,79.6%,1227382,2.0%
6,南美洲,39352955,14935,37359433,804102,94.9%,1189420,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
