id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,134940,5700,122418,726,31,9,1641916800,400,9,218,1,10,-4,11891,122947,66,232,6822,80,1
2,oversea,317714352,5527259,262956544,None,None,None,1641916800,3217683,None,1101595,9108,None,None,None,None,None,None,49230549,2106980,None
