id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,83985690,74469,81320703,1422095,96.8%,1242892,1.5%
2,欧洲,83321279,422528,72735975,9076457,87.3%,1508847,1.8%
3,非洲,9548230,49588,8542275,778271,89.5%,227684,2.4%
4,大洋洲,463515,9948,374304,84761,80.8%,4450,1.0%
5,北美洲,63014376,215291,49692080,12087298,78.9%,1234998,2.0%
6,南美洲,39455489,33729,37400132,864836,94.8%,1190521,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
