id,content,count
1,疫情,769
2,确诊,315
3,病例,299
4,发展,282
5,防控,281
6,快递,280
7,人员,274
8,原料药,270
9,视频,254
10,疫苗,237
11,产业,216
12,防疫,205
13,地区,185
14,中国,183
15,接种,182
16,新增,176
17,经济,171
18,工作,164
19,新冠肺炎,162
20,生产,161
21,核酸检测,159
22,隔离,150
23,微博,148
24,外卖,146
25,症状,143
26,做好,143
27,产品,142
28,报告,141
29,服务,139
30,大连,138
31,消毒,137
32,健康,136
33,水平,136
34,生活,134
35,本土,133
36,推动,132
37,市场,132
38,志愿者,130
39,英国,129
40,北京,128
41,台湾,126
42,全球,125
43,新冠,124
44,口罩,124
45,时间,121
46,感染者,120
47,企业,118
48,配送,118
49,防护,116
50,报道,114
51,中心,113
52,辽宁,112
53,接触,111
54,亚太,111
55,实施,110
56,管理,110
57,国家,109
58,退休,106
59,情况,105
60,免疫,104
61,公司,103
62,国际,101
63,公共,101
64,卫生,98
65,美国,97
66,风险,97
67,境外输入,95
68,绿色,94
69,区域,93
70,居民,92
71,记者,88
72,保障,88
73,减少,87
74,调整,86
75,组织,86
76,网友,85
77,单位,85
78,小时,84
79,措施,82
80,大连市,82
81,选择,81
82,环境,81
83,包裹,80
84,累计,79
85,提升,79
86,员工,79
87,相关,78
88,第三,78
89,医药,78
90,发布,76
91,技术,76
92,城市,76
93,开放,75
94,国内,75
95,主动,74
96,手套,73
97,创新,73
98,参加,72
99,过程,72
100,志愿,71
101,检测,70
102,新闻,69
103,抗疫,69
104,乘坐,69
105,落实,68
106,提高,67
107,疾控,66
108,通报,65
109,医院,64
110,行业,64
111,市民,64
112,王,64
113,质量,64
114,建设,64
115,招募,64
116,会议,63
117,政策,62
118,提供,62
119,提醒,62
120,合作,62
121,社区,61
122,通知,61
123,12日,61
124,交通,61
125,清洁,61
126,接触者,60
127,活动,60
128,近期,59
129,传播,59
130,当局,59
131,紧急,58
132,配合,57
133,聚集,57
134,出院,56
135,封闭,56
136,美方,56
137,佩戴,56
138,政府,55
139,美,55
140,形势,55
141,信心,55
