id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,80397825,91495,77536869,1678359,96.4%,1182597,1.5%
2,欧洲,67673439,330842,60118110,6208799,88.8%,1346530,2.0%
3,非洲,8630357,3998,8004230,405172,92.7%,220955,2.6%
4,大洋洲,332321,1657,284885,43520,85.7%,3916,1.2%
5,北美洲,57366371,60713,46155052,10042559,80.5%,1168760,2.0%
6,南美洲,38653087,25675,36760281,717659,95.1%,1175147,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
