id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,91254351,514638,85111349,4875414,93.3%,1267588,1.4%
2,欧洲,106795368,1194993,82939872,22276230,77.7%,1579266,1.5%
3,非洲,10569034,34469,9358766,975162,88.5%,235106,2.2%
4,大洋洲,2049540,75461,815671,1228773,39.8%,5096,0.2%
5,北美洲,80510932,739753,53085051,26145882,65.9%,1279999,1.6%
6,南美洲,43735529,322483,39242077,3293515,89.7%,1199937,2.7%
7,其他,712,0,699,0,98.2%,13,1.8%
