id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,136248,5700,123520,767,37,11,1642435200,159,5,193,0,15,1,12200,124048,32,127,7028,-34,1
2,oversea,334915466,5567005,270553485,None,None,None,1642435200,2892130,None,1466859,6711,None,None,None,None,None,None,58794976,1418560,None
