id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,89769729,507490,84115425,4389556,93.7%,1264748,1.4%
2,欧洲,103433518,1216132,81033659,20828840,78.3%,1571019,1.5%
3,非洲,10462840,30667,9252230,976479,88.4%,234131,2.2%
4,大洋洲,1898475,108984,607696,1285803,32.0%,4976,0.3%
5,北美洲,78242898,1097301,52566397,24401262,67.2%,1275239,1.6%
6,南美洲,42921824,360419,38778629,2945132,90.3%,1198063,2.8%
7,其他,712,0,699,0,98.2%,13,1.8%
