id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,135621,5700,122952,753,52,14,1642176000,251,9,136,0,13,2,12064,123505,54,145,6969,63,1
2,oversea,326800125,5548935,266407679,None,None,None,1642176000,3320993,None,1176070,8144,None,None,None,None,None,None,54843511,2136779,None
