id,content,count
1,疫情,466
2,新冠,169
3,报告,166
4,疫苗,163
5,人员,147
6,防控,146
7,确诊病例,144
8,接种,139
9,国际,129
10,合作,125
11,核酸检测,124
12,美国,121
13,累计,119
14,新增,109
15,中国,108
16,隔离,107
17,俄,102
18,浙江,102
19,地区,99
20,国家,97
21,新冠肺炎,96
22,工作,95
23,核酸,88
24,措施,86
25,杭州,84
26,无症状感染者,83
27,病例,80
28,时间,79
29,民主,78
30,确诊,76
31,视频,75
32,发现,74
33,经济,73
34,关系,71
35,采集,70
36,记者,69
37,发布,66
38,2021年,66
39,绍兴,65
40,习近平,64
41,社区,64
42,新冠病毒,63
43,北京,62
44,发展,62
45,阳性,61
46,新闻,59
47,检测,59
48,阴性,58
49,全球,58
50,国,57
51,宁波,57
52,境外输入,56
53,抗疫,56
54,消费者,55
55,本土,54
56,奥密克戎,54
57,健康,54
58,世界,51
59,人群,50
60,奥密克,50
61,指出,50
62,影响,50
63,感染,50
64,公司,49
65,非法,48
66,中心,48
67,中方,48
68,活动,48
69,病毒,47
70,防疫,47
71,传播,46
72,风险,46
73,英国,45
74,服务,44
75,排查,43
76,支持,42
77,组织,41
78,全员,41
79,戎,40
80,下午,40
81,管控,40
82,夫妻,39
83,社会,39
84,上海,39
85,大朗镇,39
86,美,39
87,市民,38
88,利益,38
89,希望,38
90,德国,38
91,部门,37
92,人口,37
93,广州,36
94,维护,36
95,俄方,36
96,死亡,36
97,单位,36
98,口罩,36
99,岁,36
100,国内,35
101,卫生,35
102,医院,35
103,持续,34
104,明年,34
105,学生,33
106,推动,33
107,落实,33
108,人民,33
109,市场,33
110,生产,33
111,平台,33
112,份,32
113,城市,32
114,期间,32
115,提供,31
116,公共,31
117,小时,31
118,人数,31
119,飞机,31
120,大学,31
121,获利,30
122,沟通,30
123,举办,30
124,相关,30
125,报道,30
126,24时,30
127,研究,30
128,历史,29
129,开放,29
130,经营者,29
131,毒株,29
132,东莞,29
133,临时,29
134,央视,29
135,近日,29
136,居家,29
137,市,29
138,计划,29
139,管理,29
140,采集人,28
141,变异,28
142,反对,28
143,首次,28
144,配合,28
145,投诉,28
146,政策,28
147,观察,28
148,传染病,28
149,通知,27
150,预约,27
151,接种疫苗,27
152,株,27
153,感染者,27
154,实施,27
155,高风险,27
156,指挥部,27
157,负责,26
158,团结,26
159,情况,26
160,浙江省,26
161,现有,26
162,主动,26
163,入境,26
164,超过,26
165,出行,26
166,推进,25
167,网友,25
168,机构,25
169,控制,25
170,80万,25
171,峰会,25
172,星巴克,25
173,制作,24
174,万元,24
175,12日,24
176,应对,24
177,金砖,24
178,参加,24
179,调整,24
180,通报,24
181,酒店,24
182,工作人员,24
183,显示,24
184,返回,24
185,西安,24
186,机场,24
187,广州市,23
188,疾控,23
189,总统,23
190,会晤,23
191,相互,23
192,优势,23
193,创,23
194,努力,23
195,依法,23
196,2022年,23
197,出院,23
198,承担,23
199,恢复,22
200,天津,22
201,坚定,22
