id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,80588046,80679,77736086,1666236,96.5%,1185724,1.5%
2,欧洲,68185978,270520,60523769,6309466,88.8%,1352743,2.0%
3,非洲,8635422,2967,8010677,403531,92.8%,221214,2.6%
4,大洋洲,337079,1770,287955,45171,85.4%,3953,1.2%
5,北美洲,57468285,69359,46242998,10055204,80.5%,1170083,2.0%
6,南美洲,38690271,21578,36786411,728004,95.1%,1175856,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
