id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,82275740,68711,79555925,1506823,96.7%,1212992,1.5%
2,欧洲,75051926,489984,65803767,7818070,87.7%,1430089,1.9%
3,非洲,8785593,16767,8147208,414293,92.7%,224092,2.6%
4,大洋洲,375670,1671,333749,37666,88.8%,4255,1.1%
5,北美洲,59599535,152834,47980219,10419267,80.5%,1200049,2.0%
6,南美洲,39053544,26474,37128707,741555,95.1%,1183282,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
