id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,81697228,90752,78982595,1511101,96.7%,1203532,1.5%
2,欧洲,72518842,430921,64041350,7074063,88.3%,1403429,1.9%
3,非洲,8706919,7575,8105651,378105,93.1%,223163,2.6%
4,大洋洲,363454,1931,325309,33955,89.5%,4190,1.2%
5,北美洲,58714821,37862,47293077,10232537,80.5%,1189207,2.0%
6,南美洲,38921378,25143,37003251,737602,95.1%,1180525,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
