id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,147680,5726,130585,706,45,6,1645027200,700,6,310,11,7,0,13248,134345,47,566,11369,304,1
2,oversea,420616055,5878152,344516752,None,None,None,1645027200,2228150,None,2820988,12405,None,None,None,None,None,None,70221151,-605243,None
