id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,110609553,585876,102539487,6747474,92.7%,1322592,1.2%
2,欧洲,148649169,1150649,119688574,27281811,80.5%,1678784,1.1%
3,非洲,11408105,10912,10410984,750672,91.3%,246449,2.2%
4,大洋洲,3237697,4946,2958569,271770,91.4%,7358,0.2%
5,北美洲,93855345,222091,63110222,29366600,67.2%,1378523,1.5%
6,南美洲,52855474,258758,45808217,5802824,86.7%,1244433,2.4%
7,其他,712,0,699,0,98.2%,13,1.8%
