id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,86808781,364576,82674521,2875928,95.2%,1258332,1.4%
2,欧洲,96336044,954329,77894010,16889557,80.9%,1552477,1.6%
3,非洲,10209711,37502,9008880,968806,88.2%,232025,2.3%
4,大洋洲,1217906,99721,525661,687580,43.2%,4665,0.4%
5,北美洲,72209115,568497,51331443,19618256,71.1%,1259416,1.7%
6,南美洲,41127213,231031,38087626,1844913,92.6%,1194674,2.9%
7,其他,712,0,699,0,98.2%,13,1.8%
