id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,141846,5702,127856,824,28,1,1644336000,718,1,217,2,4,0,12847,128999,22,696,8288,499,1
2,oversea,403505929,5790056,323481562,None,None,None,1644336000,2893035,None,2818782,13482,None,None,None,None,None,None,74234311,60771,None
