id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,143051,5703,128649,823,41,1,1644508800,753,1,329,0,6,1,12951,130029,59,623,8699,353,1
2,oversea,409204457,5816840,329444500,None,None,None,1644508800,2837911,None,2922543,13066,None,None,None,None,None,None,73943117,-97698,None
