id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
139,巴勒斯坦,552432,3899,496452,50997,-404,89.9%,4283,4983,0.9%,20,1
140,南非,3637673,3169,3497041,43781,576,96.1%,2390,96851,2.7%,203,1
141,波黑,362527,1338,192218,155325,1292,53.0%,0,14984,4.1%,46,1
142,匈牙利,1695991,11559,1423921,229710,-1903,84.0%,13371,42360,2.5%,91,1
143,斯洛文尼亚,843495,7580,682504,154917,-9315,80.9%,16880,6074,0.7%,15,1
144,波兰,5380219,35071,4562759,709371,-21546,84.8%,56326,108089,2.0%,291,1
145,阿根廷,8716940,25110,8367347,225734,-19915,96.0%,44762,123859,1.4%,263,1
146,智利,2545819,79721,1801848,703601,70884,70.8%,8578,40370,1.6%,259,1
147,乌克兰,4501182,41229,3770769,627745,20143,83.8%,20850,102668,2.3%,236,1
148,沙特阿拉伯,724525,2523,685536,30020,-1306,94.6%,3825,8969,1.2%,4,1
149,突尼斯,961877,3823,875134,59739,-4837,91.0%,8608,27004,2.8%,52,1
150,塞内加尔,85346,38,83012,378,-88,97.3%,126,1956,2.3%,0,1
151,拉脱维亚,500126,11797,367648,127471,3104,73.5%,8673,5007,1.0%,20,1
152,摩洛哥,1153562,1333,1117573,20242,-893,96.9%,2197,15747,1.4%,29,1
153,约旦,1436762,18872,1230725,192581,5234,85.7%,13613,13456,0.9%,25,1
154,葡萄牙,3049692,27651,2428926,600324,10078,79.6%,17526,20442,0.7%,47,1
155,安道尔,37140,85,35753,1239,-27,96.3%,112,148,0.4%,0,1
156,印度尼西亚,4708043,40489,4250277,312808,24622,90.3%,15767,144958,3.1%,100,1
157,捷克,3385250,22735,3089436,258049,22154,91.3%,529,37765,1.1%,52,1
158,多米尼加,567895,1223,558055,5499,1220,98.3%,0,4341,0.8%,3,1
159,亚美尼亚,404805,2676,370272,26376,-1004,91.5%,3658,8157,2.0%,22,1
160,爱尔兰,1242806,5649,1035921,200594,5649,83.4%,0,6291,0.5%,0,1
161,卢森堡,173419,1050,149814,22636,-2021,86.4%,3069,969,0.6%,2,1
162,厄瓜多尔,781470,12321,443880,302736,12206,56.8%,0,34854,4.5%,115,1
163,卡塔尔,349581,657,339427,9498,-633,97.1%,1289,656,0.2%,1,1
164,圣马力诺,13571,0,12258,1204,0,90.3%,0,109,0.8%,0,1
165,摩纳哥,8988,34,8676,263,4,96.5%,30,49,0.5%,0,1
166,冰岛,85980,2038,75685,10241,508,88.0%,1528,54,0.1%,2,1
167,墨西哥,5257605,34261,4471373,474114,448,85.0%,32886,312118,5.9%,927,1
168,阿塞拜疆,732380,6603,672256,51126,230,91.8%,6347,8998,1.2%,26,1
169,白俄罗斯,823045,8611,808784,8024,362,98.3%,8232,6237,0.8%,17,1
170,新西兰,19777,476,15665,4059,375,79.2%,101,53,0.3%,0,1
171,立陶宛,807861,9940,699158,100613,774,86.5%,9150,8090,1.0%,16,1
172,尼日利亚,253970,48,230317,20513,-24,90.7%,72,3140,1.2%,0,1
173,埃及,450676,2189,384158,43285,118,85.2%,2009,23233,5.2%,62,1
174,荷兰,5603964,80610,3410742,2171845,48563,60.9%,32028,21377,0.4%,19,1
175,爱沙尼亚,415994,5109,305543,108345,897,73.4%,4207,2106,0.5%,5,1
176,丹麦,2141732,45202,1563269,574462,-5185,73.0%,50363,4001,0.2%,24,1
177,罗马尼亚,2531597,22737,2067864,402370,15580,81.7%,7025,61363,2.4%,132,1
178,北马其顿,284875,1400,264443,11727,-83,92.8%,1455,8705,3.1%,28,1
179,挪威,1009926,24448,88952,919461,24447,8.8%,0,1513,0.1%,1,1
180,格鲁吉亚,1438353,19968,1226619,196218,-3762,85.3%,23675,15516,1.1%,55,1
181,巴基斯坦,1480592,3498,1370693,80168,-2302,92.6%,5761,29731,2.0%,39,1
182,希腊,2146798,19154,1896485,225704,-449,88.3%,19506,24609,1.1%,97,1
183,阿尔及利亚,260723,518,173898,80122,90,66.7%,416,6703,2.6%,12,1
184,瑞士,2527134,22127,1606191,907893,-8684,63.6%,30786,13050,0.5%,25,1
185,克罗地亚,1009973,5169,952080,43520,-2826,94.3%,7951,14373,1.4%,44,1
186,奥地利,2248713,32712,1896809,337544,-1933,84.4%,34623,14360,0.6%,22,1
187,阿曼,360999,0,333906,22898,0,92.5%,0,4195,1.2%,0,1
188,阿富汗,170152,492,148732,13932,339,87.4%,152,7488,4.4%,1,1
189,巴林,453916,6104,394091,58404,-227,86.8%,6330,1421,0.3%,1,1
190,科威特,596785,3324,544292,49975,-2174,91.2%,5495,2518,0.4%,3,1
191,伊拉克,2271521,3776,2178584,68282,-1971,95.9%,5718,24655,1.1%,29,1
192,黎巴嫩,1006109,6060,682977,313325,6040,67.9%,0,9807,1.0%,20,1
193,以色列,3374704,31422,3056029,309241,-1782,90.6%,33142,9434,0.3%,62,1
194,伊朗,6761855,31247,6260240,368178,8947,92.6%,22157,133437,2.0%,143,1
195,巴西,27291515,165359,23568213,3086070,20780,86.4%,143657,637232,2.3%,922,1
196,比利时,3421081,19616,2278280,1113177,1708,66.6%,17842,29624,0.9%,66,1
197,西班牙,10604200,53055,7361694,3146511,-44521,69.4%,97183,95995,0.9%,393,1
198,瑞典,2397330,7725,1521160,859705,-18833,63.5%,26453,16465,0.7%,105,1
199,俄罗斯,13935560,203949,11134291,2461727,90991,79.9%,112236,339542,2.4%,722,1
200,英国,18220515,162080,15843223,2217941,77281,87.0%,84594,159351,0.9%,205,1
201,意大利,11991109,76195,10089429,1751125,-61351,84.1%,137221,150555,1.3%,325,1
202,印度,42586544,58077,41468120,610412,-92989,97.4%,150407,508012,1.2%,659,1
203,菲律宾,3634368,3062,3495209,84229,-2160,96.2%,5151,54930,1.5%,71,1
204,芬兰,569973,10386,46000,521803,10357,8.1%,0,2170,0.4%,29,1
205,斯里兰卡,625804,1259,594348,15702,855,95.0%,373,15754,2.5%,31,1
206,柬埔寨,123042,274,118660,1367,169,96.4%,105,3015,2.5%,0,1
207,尼泊尔,972632,666,934648,26102,-1563,96.1%,2215,11882,1.2%,14,1
208,加拿大,3180827,11832,2996423,149033,-10156,94.2%,21857,35371,1.1%,131,1
209,德国,12126991,247128,8679400,3327180,136704,71.6%,110200,120411,1.0%,224,1
210,越南,2457170,26487,2212669,205717,20316,90.0%,6075,38784,1.6%,96,1
211,法国,21503654,332639,16557896,4811222,-457532,77.0%,789578,134536,0.6%,593,1
212,美国,79228628,228288,49626604,28660018,6599,62.6%,218184,942006,1.2%,3505,1
213,澳大利亚,2878245,33137,2669379,204322,-29036,92.7%,62113,4544,0.2%,60,1
214,马来西亚,2996361,19090,2841271,122991,13368,94.8%,5712,32099,1.1%,10,1
215,日本,3780404,98347,2752551,1007761,20515,72.8%,77682,20092,0.5%,150,1
216,新加坡,449570,10686,410431,38254,2314,91.3%,8371,885,0.2%,1,1
217,泰国,2577445,15242,2436540,118490,6264,94.5%,8955,22415,0.9%,23,1
