id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
42,马恩岛,22607,0,22183,345,0,98.1%,0,79,0.3%,0,1
43,巴布亚新几内亚,40748,127,38491,1619,-74,94.5%,199,638,1.6%,2,1
44,厄立特里亚,9696,0,9584,9,0,98.8%,0,103,1.1%,0,1
45,乌干达,163112,27,99939,59593,-3,61.3%,30,3580,2.2%,0,1
46,安哥拉,98701,27,96622,180,15,97.9%,12,1899,1.9%,0,1
47,东帝汶,22584,99,21619,839,-98,95.7%,196,126,0.6%,1,1
48,新喀里多尼亚,53007,911,42318,10390,600,79.8%,311,299,0.6%,0,1
49,马达加斯加,63433,0,57862,4221,0,91.2%,0,1350,2.1%,0,1
50,津巴布韦,234967,609,225447,4130,519,95.9%,90,5390,2.3%,0,1
51,佛得角,55876,6,55403,72,-1,99.2%,7,401,0.7%,0,1
52,蒙特塞拉特,163,0,161,0,0,98.8%,0,2,1.2%,0,1
53,海地,30336,12,25206,4310,6,83.1%,5,820,2.7%,1,1
54,尼日尔,8746,1,8419,21,-3,96.3%,4,306,3.5%,0,1
55,乍得,7246,0,4874,2182,0,67.3%,0,190,2.6%,0,1
56,萨尔瓦多,147786,0,123870,19858,-6,83.8%,0,4058,2.7%,6,1
57,尼加拉瓜,18004,0,4225,13559,0,23.5%,0,220,1.2%,0,1
58,斐济,63687,0,61870,991,0,97.1%,0,826,1.3%,0,1
59,毛里求斯,30601,252,26791,3024,1,87.5%,251,786,2.6%,0,1
60,赞比亚,312118,230,305977,2194,-74,98.0%,304,3947,1.3%,0,1
61,吉布提,15545,0,15347,9,0,98.7%,0,189,1.2%,0,1
62,吉尔吉斯斯坦,200427,14,194796,2679,-125,97.2%,137,2952,1.5%,2,1
63,巴巴多斯,54536,238,51804,2420,-517,95.0%,755,312,0.6%,0,1
64,黑山,229630,0,224978,1980,0,98.0%,0,2672,1.2%,0,1
65,冈比亚,11924,0,11461,98,0,96.1%,0,365,3.1%,0,1
66,格陵兰岛,11689,64,2761,8912,61,23.6%,0,16,0.1%,3,1
67,贝宁,26567,0,25506,898,0,96.0%,0,163,0.6%,0,1
68,索马里,26313,0,13182,11783,0,50.1%,0,1348,5.1%,0,1
69,坦桑尼亚,33620,0,183,32639,0,0.5%,0,798,2.4%,0,1
70,利比里亚,7360,0,5747,1323,0,78.1%,0,290,3.9%,0,1
71,圭亚那合作共和国,62798,33,60811,771,21,96.8%,12,1216,1.9%,0,1
72,马约特,36631,0,2964,33480,0,8.1%,0,187,0.5%,0,1
73,巴哈马,33105,0,26194,6140,0,79.1%,0,771,2.3%,0,1
74,乌兹别克斯坦,236036,140,231546,2862,-608,98.1%,746,1628,0.7%,2,1
75,瓜德罗普,126642,3020,2250,123555,3011,1.8%,0,837,0.7%,9,1
76,开曼群岛,19373,645,8553,10803,645,44.1%,0,17,0.1%,0,1
77,刚果（布）,23967,0,20178,3411,0,84.2%,0,378,1.6%,0,1
78,中非共和国,14187,0,6859,7215,0,48.3%,0,113,0.8%,0,1
79,塞舌尔,39181,0,38481,540,0,98.2%,0,160,0.4%,0,1
80,赤道几内亚,15877,0,15653,42,0,98.6%,0,182,1.1%,0,1
81,纳米比亚,157106,24,152635,465,-46,97.2%,68,4006,2.5%,2,1
82,卢旺达,129468,17,45522,82489,17,35.2%,0,1457,1.1%,0,1
83,斯威士兰,69095,29,67533,172,18,97.7%,11,1390,2.0%,0,1
84,毛里塔尼亚,58621,3,57586,58,-12,98.2%,15,977,1.7%,0,1
85,阿鲁巴,33655,12,33382,62,-3,99.2%,15,211,0.6%,0,1
86,钻石公主号邮轮,712,0,699,0,0,98.2%,0,13,1.8%,0,1
87,苏里南,78016,55,49352,27349,55,63.3%,0,1315,1.7%,0,1
88,库拉索,38867,50,38188,418,-5,98.3%,55,261,0.7%,0,1
89,圣卢西亚,22627,26,21889,380,-163,96.7%,189,358,1.6%,0,1
90,圣文森特和格林纳丁斯,6738,1,6574,58,-3,97.6%,4,106,1.6%,0,1
91,安提瓜和巴布达,7435,21,7239,61,-15,97.4%,36,135,1.8%,0,1
92,危地马拉,770135,4379,706860,46369,178,91.8%,4173,16906,2.2%,28,1
93,乌拉圭,831950,4030,795279,29739,-2432,95.6%,6448,6932,0.8%,14,1
94,委内瑞拉,512947,391,499531,7791,-691,97.4%,1079,5625,1.1%,3,1
95,苏丹,61376,99,40329,17146,98,65.7%,0,3901,6.4%,1,1
96,几内亚,36393,0,32939,3014,0,90.5%,0,440,1.2%,0,1
97,埃塞俄比亚,468564,69,413266,47848,-1620,88.2%,1684,7450,1.6%,5,1
98,哈萨克斯坦,1301253,566,1263992,23689,-2015,97.1%,2566,13572,1.0%,15,1
99,肯尼亚,322822,86,303166,14018,27,93.9%,59,5638,1.7%,0,1
100,特立尼达和多巴哥,125864,722,100076,22185,708,79.5%,0,3603,2.9%,14,1
101,加蓬,47520,14,45743,1474,-342,96.3%,356,303,0.6%,0,1
102,加纳,159124,118,157133,549,118,98.7%,0,1442,0.9%,0,1
103,法属波利尼西亚,65583,1778,33500,31445,1778,51.1%,0,638,1.0%,0,1
104,古巴,1067522,513,1056363,2665,-221,99.0%,731,8494,0.8%,3,1
105,留尼汪岛,292126,0,274185,17301,0,93.9%,0,640,0.2%,0,1
106,科特迪瓦,81410,13,79596,1023,-114,97.8%,127,791,1.0%,0,1
107,洪都拉斯,411212,0,127663,272829,0,31.0%,0,10720,2.6%,0,1
108,玻利维亚,891851,739,782821,87624,-399,87.8%,1132,21406,2.4%,6,1
109,圣马丁岛,9544,2,9409,50,1,98.6%,1,85,0.9%,0,1
110,圣巴泰勒米岛,3758,0,462,3290,0,12.3%,0,6,0.2%,0,1
111,牙买加,127799,35,75952,49039,-198,59.4%,230,2808,2.2%,3,1
112,土耳其,13841889,86600,13043838,704512,-9194,94.2%,95526,93539,0.7%,268,1
113,刚果（金）,85938,0,50930,33673,0,59.3%,0,1335,1.6%,0,1
114,巴拿马,753694,734,737040,8596,-437,97.8%,1160,8058,1.1%,11,1
115,蒙古国,463335,497,313256,147912,495,67.6%,0,2167,0.5%,2,1
116,布基纳法索,20751,0,20309,67,0,97.9%,0,375,1.8%,0,1
117,塞浦路斯,313406,2167,124370,188203,2164,39.7%,0,833,0.3%,3,1
118,文莱,48055,3721,23593,24349,2845,49.1%,875,113,0.2%,1,1
119,马提尼克,112901,4552,104,111921,4537,0.1%,0,876,0.8%,15,1
120,法属圭亚那,77625,32,11254,65980,30,14.5%,0,391,0.5%,2,1
121,法罗群岛,32044,0,7693,24327,0,24.0%,0,24,0.1%,0,1
122,阿尔巴尼亚,270947,213,263909,3581,-182,97.4%,391,3457,1.3%,4,1
123,孟加拉国,1939651,1516,1786146,124500,-4953,92.1%,6459,29005,1.5%,10,1
124,保加利亚,1083425,3411,824354,223714,-5132,76.1%,8490,35357,3.3%,53,1
125,摩尔多瓦,499015,970,472261,15583,-2590,94.6%,3539,11171,2.2%,21,1
126,马尔代夫,168124,971,152437,15393,660,90.7%,310,294,0.2%,1,1
127,巴拉圭,639078,928,603693,17070,-1092,94.5%,1998,18315,2.9%,22,1
128,马耳他,71003,95,69257,1145,-11,97.5%,106,601,0.8%,0,1
129,哥斯达黎加,799826,3195,657323,134519,-3783,82.2%,6963,7984,1.0%,15,1
130,哥伦比亚,6056556,2181,5880718,37417,-797,97.1%,2899,138421,2.3%,79,1
131,多哥,36777,7,36408,97,3,99.0%,4,272,0.7%,0,1
132,秘鲁,3506075,3012,1720665,1575294,2893,49.1%,0,210116,6.0%,119,1
133,斯洛伐克,1408717,15183,1168664,221715,-4966,83.0%,20125,18338,1.3%,24,1
134,喀麦隆,119240,0,117089,228,0,98.2%,0,1923,1.6%,0,1
135,梵蒂冈,29,0,28,1,0,96.6%,0,0,0.0%,0,1
136,塞尔维亚,1900293,0,1753333,131901,0,92.3%,0,15059,0.8%,0,1
137,直布罗陀,15256,0,14489,666,0,95.0%,0,101,0.7%,0,1
138,不丹,11010,496,7194,3810,261,65.3%,235,6,0.1%,0,1
139,列支敦士登,11671,154,11187,406,65,95.9%,88,78,0.7%,1,1
140,巴勒斯坦,573836,0,544128,24519,0,94.8%,0,5189,0.9%,0,1
141,南非,3667560,3117,3533695,34847,-2838,96.4%,5845,99018,2.7%,110,1
142,波黑,370295,1065,192218,162685,1035,51.9%,0,15392,4.2%,30,1
143,匈牙利,1779174,5512,1566509,168913,-4932,88.0%,10342,43752,2.5%,102,1
144,斯洛文尼亚,887224,2394,822655,58313,-9806,92.7%,12190,6256,0.7%,10,1
145,波兰,5620946,18266,5003336,506752,-15530,89.0%,33455,110858,2.0%,341,1
146,阿根廷,8878486,12564,8628654,123960,4082,97.2%,8325,125872,1.4%,157,1
147,智利,2953895,57964,1959551,952549,21787,66.3%,35908,41795,1.4%,269,1
148,乌克兰,4809624,25789,4058020,646099,-9474,84.4%,34987,105505,2.2%,276,1
149,沙特阿拉伯,742541,677,718979,14571,-909,96.8%,1585,8991,1.2%,1,1
150,突尼斯,992574,2091,938106,26828,-1732,94.5%,3775,27640,2.8%,48,1
151,塞内加尔,85637,18,83572,105,2,97.6%,16,1960,2.3%,0,1
152,拉脱维亚,624008,11088,471752,147097,-752,75.6%,11826,5159,0.8%,14,1
153,摩洛哥,1160303,357,1138693,5658,-450,98.1%,791,15952,1.4%,16,1
154,约旦,1606837,0,1462008,131062,0,91.0%,0,13767,0.9%,0,1
155,葡萄牙,3231075,0,2741600,468534,0,84.9%,0,20941,0.6%,0,1
156,安道尔,37958,81,37096,711,19,97.7%,62,151,0.4%,0,1
157,印度尼西亚,5408328,57426,4674873,586113,14591,86.4%,42518,147342,2.7%,317,1
158,捷克,3559560,11257,3400464,120605,2438,95.5%,8789,38491,1.1%,30,1
159,多米尼加,573458,862,567227,1868,-280,98.9%,1139,4363,0.8%,3,1
160,亚美尼亚,418792,764,398241,12138,-220,95.1%,970,8413,2.0%,14,1
161,爱尔兰,1287908,0,1147195,134242,8,89.1%,0,6471,0.5%,0,1
162,卢森堡,181195,1071,170317,9890,-37,94.0%,1106,988,0.5%,2,1
163,厄瓜多尔,827760,0,443880,348657,0,53.6%,0,35223,4.3%,0,1
164,卡塔尔,355740,343,350154,4922,-196,98.4%,539,664,0.2%,0,1
165,圣马力诺,14207,0,13703,392,0,96.5%,0,112,0.8%,0,1
166,摩纳哥,9331,38,9053,227,11,97.0%,27,51,0.5%,0,1
167,冰岛,118241,3000,75685,42495,2999,64.0%,0,61,0.1%,1,1
168,墨西哥,5473489,18671,4734808,421378,-1115,86.5%,19337,317303,5.8%,449,1
169,阿塞拜疆,781538,3734,754041,18167,-8031,96.5%,11715,9330,1.2%,50,1
170,白俄罗斯,902315,5996,888963,6931,-605,98.5%,6587,6421,0.7%,14,1
171,新西兰,57497,6128,17721,39720,5927,30.8%,201,56,0.1%,0,1
172,立陶宛,891538,6492,794991,88179,-510,89.2%,6982,8368,0.9%,20,1
173,尼日利亚,254428,42,248850,2436,42,97.8%,0,3142,1.2%,0,1
174,埃及,477173,1892,408094,45152,-280,85.5%,2140,23927,5.0%,32,1
175,荷兰,6234953,41177,4059688,2153734,-22080,65.1%,63244,21531,0.3%,13,1
176,爱沙尼亚,483955,4391,356507,125244,-4870,73.7%,9261,2204,0.5%,0,1
177,丹麦,2564526,23788,2092069,467996,-26746,81.6%,50495,4461,0.2%,39,1
178,罗马尼亚,2708315,10749,2400333,244909,-9548,88.6%,20182,63073,2.3%,115,1
179,北马其顿,295712,675,281582,5162,-326,95.2%,980,8968,3.0%,21,1
180,挪威,1202017,17385,88952,1111467,17336,7.4%,0,1598,0.1%,49,1
181,格鲁吉亚,1591936,8455,1462572,113310,-9792,91.9%,18206,16054,1.0%,41,1
182,巴基斯坦,1506450,1455,1414979,61332,-1477,93.9%,2914,30139,2.0%,18,1
183,希腊,2369396,16962,2137702,206091,16909,90.2%,0,25603,1.1%,53,1
184,阿尔及利亚,264603,123,177181,80602,3,67.0%,116,6820,2.6%,4,1
185,瑞士,2735889,17496,2011974,710715,-30954,73.5%,48437,13200,0.5%,13,1
186,克罗地亚,1049667,2559,1014125,20578,-868,96.6%,3405,14964,1.4%,22,1
187,奥地利,2610286,28591,2314818,280743,-364,88.7%,28916,14725,0.6%,39,1
188,阿曼,379618,696,362800,12580,-1309,95.6%,2005,4238,1.1%,0,1
189,阿富汗,173084,146,154496,11009,-321,89.3%,463,7579,4.4%,4,1
190,巴林,504375,3006,474113,28815,-1597,94.0%,4601,1447,0.3%,2,1
191,科威特,617275,1012,601386,13355,-916,97.4%,1926,2534,0.4%,2,1
192,伊拉克,2298164,1499,2233566,39667,-1121,97.2%,2606,24931,1.1%,14,1
193,黎巴嫩,1060152,3748,682977,367131,3728,64.4%,0,10044,0.9%,20,1
194,以色列,3601904,12410,3483570,108229,-1877,96.7%,14250,10105,0.3%,37,1
195,伊朗,7011932,12957,6579768,296212,-5661,93.8%,18392,135952,1.9%,226,1
196,巴西,28580995,133626,25901919,2031590,-134153,90.6%,266823,647486,2.3%,956,1
197,比利时,3537675,8473,2800643,706931,-31147,79.2%,39584,30101,0.9%,36,1
198,西班牙,10949997,33911,9080144,1770691,-68028,82.9%,101638,99162,0.9%,301,1
199,瑞典,2437850,3067,1958527,462275,-44603,80.3%,47651,17048,0.7%,19,1
200,俄罗斯,16052028,132998,13139971,2562692,-4197,81.9%,136433,349365,2.2%,762,1
201,英国,18773164,39234,17088177,1523883,-54288,91.0%,93358,161104,0.9%,164,1
202,意大利,12651251,49162,11298010,1199228,-70370,89.3%,119280,154013,1.2%,252,1
203,印度,42894345,14148,42246884,134203,-16163,98.5%,30009,513258,1.2%,302,1
204,菲律宾,3658892,1633,3547528,55140,-370,97.0%,1815,56224,1.5%,188,1
205,芬兰,637658,7931,46000,589294,7918,7.2%,0,2364,0.4%,13,1
206,斯里兰卡,641786,0,607912,17758,0,94.7%,0,16116,2.5%,0,1
207,柬埔寨,129078,466,122380,3671,139,94.8%,324,3027,2.3%,3,1
208,尼泊尔,976512,151,954903,9678,-412,97.8%,562,11931,1.2%,1,1
209,加拿大,3269696,9227,3119956,113363,-5074,95.4%,14164,36377,1.1%,137,1
210,德国,14311052,221622,10629300,3558857,19646,74.3%,201700,122895,0.9%,276,1
211,越南,3041506,150984,2339784,661838,116079,76.9%,34703,39884,1.3%,202,1
212,法国,22534971,66833,20250620,2146581,-207519,89.9%,274139,137770,0.6%,213,1
213,美国,80446580,101841,52662670,26814308,-155051,65.5%,253733,969602,1.2%,3159,1
214,澳大利亚,3151386,24834,2917015,229275,-6296,92.6%,31090,5096,0.2%,40,1
215,马来西亚,3337227,31199,3018172,286521,10745,90.4%,20399,32534,1.0%,55,1
216,日本,4760497,61222,3855553,882150,-11120,81.0%,72136,22794,0.5%,206,1
217,新加坡,661198,20312,586733,73490,5007,88.7%,15298,975,0.1%,7,1
218,泰国,2819282,23557,2606363,190107,7388,92.4%,16131,22812,0.8%,38,1
