id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,114445023,679942,105806160,7302985,92.5%,1335878,1.2%
2,欧洲,154059807,839266,129322480,23037121,83.9%,1700206,1.1%
3,非洲,11495969,10651,10566611,680668,91.9%,248690,2.2%
4,大洋洲,3445960,34261,3117768,320522,90.5%,7670,0.2%
5,北美洲,94610115,149023,65014806,28198808,68.7%,1396501,1.5%
6,南美洲,53898121,215555,47338196,5305812,87.8%,1254113,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
