id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,80862246,91308,78060711,1611506,96.5%,1190029,1.5%
2,欧洲,69180541,341035,61194186,6620186,88.5%,1366169,2.0%
3,非洲,8646920,4765,8027323,397924,92.8%,221673,2.6%
4,大洋洲,341779,1857,294087,43688,86.0%,4004,1.2%
5,北美洲,57866035,94281,46624847,10065925,80.6%,1175263,2.0%
6,南美洲,38739817,14317,36850857,712025,95.1%,1176935,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
