id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,84445177,93986,81717234,1479591,96.8%,1248352,1.5%
2,欧洲,86887793,908354,74576660,10785482,85.8%,1525651,1.8%
3,非洲,9763642,54639,8667610,867212,88.8%,228820,2.3%
4,大洋洲,558856,21386,395818,158533,70.8%,4505,0.8%
5,北美洲,65472620,542242,50240290,13988492,76.7%,1243838,1.9%
6,南美洲,39730255,70862,37621560,916855,94.7%,1191840,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
