id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,基里巴斯,2582,34,407,2172,-59,15.8%,93,3,0.1%,0,1
2,汤加王国,141,75,2,139,75,1.4%,0,0,0.0%,0,1
3,韩国,1462421,54616,803005,652253,42208,54.9%,12387,7163,0.5%,21,1
4,帕劳共和国,3256,123,2178,1074,-301,66.9%,421,4,0.1%,3,1
5,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
6,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
7,萨摩亚独立国,33,0,3,30,0,9.1%,0,0,0.0%,0,1
8,瓦努阿图共和国,7,0,6,0,0,85.7%,0,1,14.3%,0,1
9,马尔维纳斯群岛,89,0,68,21,0,76.4%,0,0,0.0%,0,1
10,马绍尔群岛,7,0,7,0,0,100.0%,0,0,0.0%,0,1
11,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
12,所罗门群岛,4827,187,1107,3659,182,22.9%,0,61,1.3%,5,1
13,莱索托,32434,0,23116,8622,0,71.3%,0,696,2.1%,0,1
14,科摩罗,8005,7,7689,156,-2,96.1%,9,160,2.0%,0,1
15,塔吉克斯坦,17382,3,17241,17,-2,99.2%,5,124,0.7%,0,1
16,海峡群岛,47228,0,44178,2911,0,93.5%,0,139,0.3%,0,1
17,阿拉伯联合酋长国,869428,1191,803597,63544,-1524,92.4%,2713,2287,0.3%,2,1
18,也门,11679,8,8496,1076,-39,72.7%,43,2107,18.0%,4,1
19,圣皮埃尔,1033,3,992,40,-4,96.0%,7,1,0.1%,0,1
20,圣多美和普林西比,5920,0,5834,15,-2,98.5%,2,71,1.2%,0,1
21,南苏丹,16897,0,13077,3683,0,77.4%,0,137,0.8%,0,1
22,马拉维,85033,16,72867,9568,-229,85.7%,243,2598,3.1%,2,1
23,布隆迪,37902,0,773,37091,0,2.0%,0,38,0.1%,0,1
24,塞拉利昂,7652,0,4393,3134,0,57.4%,0,125,1.6%,0,1
25,博茨瓦纳,260491,0,253947,3941,0,97.5%,0,2603,1.0%,0,1
26,百慕大,11246,0,10919,206,0,97.1%,0,121,1.1%,0,1
27,英属维尔京群岛,5997,0,2649,3287,0,44.2%,0,61,1.0%,0,1
28,安圭拉,2497,0,2469,19,0,98.9%,0,9,0.4%,0,1
29,格林纳达,13266,13,12763,290,-96,96.2%,109,213,1.6%,0,1
30,圣基茨和尼维斯,5505,1,5391,74,-8,97.9%,9,40,0.7%,0,1
31,特克斯和凯科斯群岛,5828,0,5654,139,0,97.0%,0,35,0.6%,0,1
32,几内亚比绍,7849,0,6890,795,-1,87.8%,0,164,2.1%,1,1
33,马里,30265,6,28037,1512,-820,92.6%,826,716,2.4%,0,1
34,利比亚,473114,2800,422487,44492,-1418,89.3%,4208,6135,1.3%,10,1
35,老挝,139244,216,7660,130987,213,5.5%,0,597,0.4%,3,1
36,伯利兹,55518,0,51305,3581,0,92.4%,0,632,1.1%,0,1
37,缅甸,548357,1473,518076,10970,825,94.5%,648,19311,3.5%,0,1
38,多米尼克,10527,0,9418,1056,0,89.5%,0,53,0.5%,0,1
39,莫桑比克,224719,50,218433,4097,35,97.2%,15,2189,1.0%,0,1
40,叙利亚,52881,125,43379,6470,-243,82.0%,365,3032,5.7%,3,1
41,马恩岛,22132,20,21859,196,-49,98.8%,69,77,0.3%,0,1
42,巴布亚新几内亚,38671,0,36743,1318,0,95.0%,0,610,1.6%,0,1
43,厄立特里亚,9675,4,9502,70,-1,98.2%,5,103,1.1%,0,1
44,乌干达,162755,59,99626,59555,10,61.2%,47,3574,2.2%,2,1
45,安哥拉,98514,0,96377,239,-103,97.8%,103,1898,1.9%,0,1
46,东帝汶,21748,117,20110,1514,69,92.5%,48,124,0.6%,0,1
47,新喀里多尼亚,40344,3343,26333,13727,-436,65.3%,3779,284,0.7%,0,1
48,马达加斯加,62844,0,56500,5009,0,89.9%,0,1335,2.1%,0,1
49,津巴布韦,231603,82,223337,2892,-261,96.4%,343,5374,2.3%,0,1
50,佛得角,55844,2,55366,78,-9,99.1%,11,400,0.7%,0,1
51,蒙特塞拉特,163,0,161,0,0,98.8%,0,2,1.2%,0,1
52,海地,29983,30,25103,4073,-28,83.7%,58,807,2.7%,0,1
53,尼日尔,8712,2,8373,36,-5,96.1%,7,303,3.5%,0,1
54,乍得,7214,0,4874,2150,0,67.6%,0,190,2.6%,0,1
