id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,145343,5709,129644,791,44,3,1644768000,1637,2,660,3,6,1,13088,132200,40,1542,9990,920,1
2,oversea,414178614,5840750,336197247,None,None,None,1644768000,1422515,None,1946312,5826,None,None,None,None,None,None,72140617,-529623,None
