id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,108741248,491926,100968219,6456884,92.9%,1316145,1.2%
2,欧洲,145305380,747861,114872235,28767109,79.1%,1666036,1.1%
3,非洲,11344140,8180,10310930,788036,90.9%,245174,2.2%
4,大洋洲,3179499,25353,2923993,248358,92.0%,7148,0.2%
5,北美洲,93318096,61514,62124166,29827021,66.6%,1366909,1.5%
6,南美洲,52231282,87681,44930302,6061753,86.0%,1239227,2.4%
7,其他,712,0,699,0,98.2%,13,1.8%
