id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,83081776,70489,80340833,1512543,96.7%,1228400,1.5%
2,欧洲,78507698,330743,68806712,8233848,87.6%,1467138,1.9%
3,非洲,9050626,44638,8252504,572556,91.2%,225566,2.5%
4,大洋洲,393585,2046,350473,38744,89.0%,4368,1.1%
5,北美洲,60822921,37424,48752769,10856437,80.2%,1213715,2.0%
6,南美洲,39219717,11651,37269272,763618,95.0%,1186827,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
