id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,120536303,640592,109713045,9470101,91.0%,1353157,1.1%
2,欧洲,160187819,539467,139684279,18778637,87.2%,1724903,1.1%
3,非洲,11572141,7711,10700912,621124,92.5%,250105,2.2%
4,大洋洲,3874678,35612,3402392,464216,87.8%,8070,0.2%
5,北美洲,95297151,35586,67373790,26508721,70.7%,1414640,1.5%
6,南美洲,54739164,87419,48991922,4484164,89.5%,1263078,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
