id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,81422768,68895,78704540,1519157,96.7%,1199071,1.5%
2,欧洲,71310526,355032,63286696,6632550,88.7%,1391280,2.0%
3,非洲,8689117,3260,8071055,395580,92.9%,222482,2.6%
4,大洋洲,357993,1417,309964,43859,86.6%,4170,1.2%
5,北美洲,58467306,169469,47131275,10150649,80.6%,1185382,2.0%
6,南美洲,38859908,10943,36946824,733889,95.1%,1179195,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
