id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,98440944,743366,90732365,6427391,92.2%,1281188,1.3%
2,欧洲,122581501,1780224,91837556,29133238,74.9%,1610707,1.3%
3,非洲,10948090,32368,9733869,975572,88.9%,238649,2.2%
4,大洋洲,2708326,80313,2341368,360947,86.5%,6011,0.2%
5,北美洲,88111625,622466,56536288,30260473,64.2%,1314864,1.5%
6,南美洲,47830505,454981,41364378,5254127,86.5%,1212000,2.5%
7,其他,712,0,699,0,98.2%,13,1.8%
