id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,139193,5700,126511,855,96,0,1643731200,233,0,120,0,8,-1,12649,126486,18,157,6982,55,1
2,oversea,385609264,5714480,305485867,None,None,None,1643731200,3246298,None,3915156,-11161,None,None,None,None,None,None,74408917,-657697,None
