id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,82614324,83793,79881419,1512153,96.7%,1220752,1.5%
2,欧洲,76472969,328652,67016673,8010731,87.6%,1445565,1.9%
3,非洲,8858976,13529,8177924,456486,92.3%,224566,2.5%
4,大洋洲,382147,1668,339759,38078,88.9%,4310,1.1%
5,北美洲,60021363,186178,48293912,10522355,80.5%,1205096,2.0%
6,南美洲,39123609,16149,37194185,744695,95.1%,1184729,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
