id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,库克群岛,4,0,0,4,0,0.0%,0,0,0.0%,0,1
2,基里巴斯,2823,53,1056,1758,53,37.4%,0,9,0.3%,0,1
3,汤加王国,234,0,38,196,0,16.2%,0,0,0.0%,0,1
4,韩国,1858009,109828,869695,980960,98648,46.8%,11135,7354,0.4%,45,1
5,帕劳共和国,3463,38,2485,973,-69,71.8%,107,5,0.1%,0,1
6,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
7,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
8,萨摩亚独立国,33,0,3,30,0,9.1%,0,0,0.0%,0,1
9,瓦努阿图共和国,11,4,6,4,4,54.5%,0,1,9.1%,0,1
10,马尔维纳斯群岛,89,0,68,21,0,76.4%,0,0,0.0%,0,1
11,马绍尔群岛,7,0,7,0,0,100.0%,0,0,0.0%,0,1
12,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
13,所罗门群岛,5565,522,1216,4275,456,21.9%,60,74,1.3%,6,1
14,莱索托,32434,0,23116,8622,0,71.3%,0,696,2.1%,0,1
15,科摩罗,8016,2,7792,64,-50,97.2%,52,160,2.0%,0,1
16,塔吉克斯坦,17385,0,17249,12,0,99.2%,0,124,0.7%,0,1
17,海峡群岛,48656,334,45649,2867,-59,93.8%,393,140,0.3%,0,1
18,阿拉伯联合酋长国,873092,882,813926,56874,-1414,93.2%,2294,2292,0.3%,2,1
19,也门,11731,0,8555,1061,0,72.9%,0,2115,18.0%,0,1
20,圣皮埃尔,1047,5,1013,33,-6,96.8%,11,1,0.1%,0,1
21,圣多美和普林西比,5924,0,5843,10,-1,98.6%,1,71,1.2%,0,1
22,南苏丹,16903,0,13077,3689,0,77.4%,0,137,0.8%,0,1
23,马拉维,85179,28,74429,8148,-498,87.4%,525,2602,3.1%,1,1
24,布隆迪,37947,0,773,37136,0,2.0%,0,38,0.1%,0,1
25,塞拉利昂,7661,0,4393,3143,0,57.3%,0,125,1.6%,0,1
26,博茨瓦纳,261913,1422,256438,2867,-1074,97.9%,2491,2608,1.0%,5,1
27,百慕大,11316,70,10983,211,5,97.1%,64,122,1.1%,1,1
28,英属维尔京群岛,6050,53,2649,3339,52,43.8%,0,62,1.0%,1,1
29,安圭拉,2506,0,2476,21,0,98.8%,0,9,0.4%,0,1
30,格林纳达,13491,0,12970,307,0,96.1%,0,214,1.6%,0,1
31,圣基茨和尼维斯,5518,0,5447,29,-39,98.7%,39,42,0.8%,0,1
32,特克斯和凯科斯群岛,5843,7,5762,45,-10,98.6%,16,36,0.6%,1,1
33,几内亚比绍,7905,2,6929,810,-10,87.7%,12,166,2.1%,0,1
34,马里,30333,18,28426,1190,-35,93.7%,53,717,2.4%,0,1
35,利比亚,482153,1208,437886,38089,-2522,90.8%,3721,6178,1.3%,9,1
36,老挝,140889,574,7660,132621,571,5.4%,0,608,0.4%,3,1
37,伯利兹,56079,172,52995,2443,-214,94.5%,386,641,1.1%,0,1
38,缅甸,559314,5750,521609,18383,4229,93.3%,1517,19322,3.5%,4,1
39,多米尼克,10801,24,9947,797,-5,92.1%,27,57,0.5%,2,1
40,莫桑比克,224841,24,218900,3752,-111,97.4%,135,2189,1.0%,0,1
41,叙利亚,53403,130,44839,5520,-248,84.0%,375,3044,5.7%,3,1
42,马恩岛,22297,40,22000,218,1,98.7%,39,79,0.4%,0,1
43,巴布亚新几内亚,39580,545,37504,1448,77,94.8%,468,628,1.6%,0,1
44,厄立特里亚,9683,3,9550,30,-13,98.6%,16,103,1.1%,0,1
45,乌干达,162973,72,99759,59636,71,61.2%,0,3578,2.2%,1,1
46,安哥拉,98605,17,96509,197,-13,97.9%,30,1899,1.9%,0,1
47,东帝汶,22261,123,20620,1516,-124,92.6%,247,125,0.6%,0,1
48,新喀里多尼亚,43885,1037,29807,13791,-1524,67.9%,2561,287,0.7%,0,1
49,马达加斯加,62844,0,56500,5009,0,89.9%,0,1335,2.1%,0,1
50,津巴布韦,233030,385,224673,2972,249,96.4%,134,5385,2.3%,2,1
51,佛得角,55858,0,55384,74,-1,99.2%,1,400,0.7%,0,1
52,蒙特塞拉特,163,0,161,0,0,98.8%,0,2,1.2%,0,1
53,海地,30162,41,25152,4196,26,83.4%,10,814,2.7%,5,1
54,尼日尔,8728,0,8399,26,0,96.2%,0,303,3.5%,0,1
55,乍得,7214,0,4874,2150,0,67.6%,0,190,2.6%,0,1
56,萨尔瓦多,147786,0,123870,19884,0,83.8%,0,4032,2.7%,0,1
57,尼加拉瓜,17895,0,4225,13451,0,23.6%,0,219,1.2%,0,1
58,斐济,63624,81,61788,1012,50,97.1%,30,824,1.3%,1,1
59,毛里求斯,29224,202,25806,2632,202,88.3%,0,786,2.7%,0,1
60,赞比亚,311016,290,304698,2375,-137,98.0%,426,3943,1.3%,1,1
61,吉布提,15537,0,15340,8,0,98.7%,0,189,1.2%,0,1
62,吉尔吉斯斯坦,200287,41,193957,3388,-152,96.8%,191,2942,1.5%,2,1
63,巴巴多斯,53253,272,48486,4460,-782,91.0%,1052,307,0.6%,2,1
64,黑山,228182,0,222769,2763,0,97.6%,0,2650,1.2%,0,1
65,冈比亚,11924,0,11461,98,0,96.1%,0,365,3.1%,0,1
66,格陵兰岛,11547,119,2761,8774,119,23.9%,0,12,0.1%,0,1
67,贝宁,26567,0,25506,898,0,96.0%,0,163,0.6%,0,1
68,索马里,26260,0,13182,11733,0,50.2%,0,1345,5.1%,0,1
69,坦桑尼亚,33549,0,183,32570,0,0.5%,0,796,2.4%,0,1
70,利比里亚,7360,0,5747,1323,0,78.1%,0,290,3.9%,0,1
71,圭亚那合作共和国,62585,72,60425,952,-139,96.5%,210,1208,1.9%,1,1
72,马约特,36631,0,2964,33480,0,8.1%,0,187,0.5%,0,1
73,巴哈马,33018,0,25737,6513,0,77.9%,0,768,2.3%,0,1
74,乌兹别克斯坦,235063,272,224458,8988,-1096,95.5%,1366,1617,0.7%,2,1
75,瓜德罗普,123622,4088,2250,120544,4068,1.8%,0,828,0.7%,20,1
76,开曼群岛,18728,1041,8553,10158,1040,45.7%,0,17,0.1%,1,1
77,刚果（布）,23874,0,20178,3321,0,84.5%,0,375,1.6%,0,1
78,中非共和国,14187,0,6859,7215,0,48.3%,0,113,0.8%,0,1
79,塞舌尔,38766,0,37803,804,0,97.5%,0,159,0.4%,0,1
80,赤道几内亚,15870,1,15620,68,-7,98.4%,8,182,1.1%,0,1
81,纳米比亚,156936,41,152407,530,-122,97.1%,162,3999,2.5%,1,1
82,卢旺达,129359,8,45522,82383,6,35.2%,0,1454,1.1%,2,1
83,斯威士兰,68957,25,67379,192,-1,97.7%,26,1386,2.0%,0,1
84,毛里塔尼亚,58595,9,57475,144,-19,98.1%,26,976,1.7%,2,1
85,阿鲁巴,33585,24,33322,65,21,99.2%,3,198,0.6%,0,1
86,钻石公主号邮轮,712,0,699,0,0,98.2%,0,13,1.8%,0,1
87,苏里南,77634,99,49348,26977,77,63.6%,19,1309,1.7%,3,1
88,库拉索,38657,78,37731,666,-40,97.6%,118,260,0.7%,0,1
89,圣卢西亚,22468,45,21044,1068,-70,93.7%,114,356,1.6%,1,1
90,圣文森特和格林纳丁斯,6732,2,6555,73,-14,97.4%,15,104,1.5%,1,1
91,安提瓜和巴布达,7400,0,7189,76,0,97.1%,0,135,1.8%,0,1
92,危地马拉,753281,4503,686224,50313,1363,91.1%,3110,16744,2.2%,30,1
93,乌拉圭,808012,5517,758480,42678,-2782,93.9%,8281,6854,0.8%,18,1
94,委内瑞拉,509947,632,492902,11454,-702,96.7%,1324,5591,1.1%,10,1
95,苏丹,59939,0,40329,15779,0,67.3%,0,3831,6.4%,0,1
96,几内亚,36354,0,32684,3232,0,89.9%,0,438,1.2%,0,1
97,埃塞俄比亚,468234,115,409523,51276,16,87.5%,98,7435,1.6%,1,1
98,哈萨克斯坦,1297609,1351,1248108,35966,-2781,96.2%,4107,13535,1.0%,25,1
99,肯尼亚,322640,69,302966,14041,50,93.9%,19,5633,1.7%,0,1
100,特立尼达和多巴哥,122717,410,98433,20731,-457,80.2%,862,3553,2.9%,5,1
101,加蓬,47484,21,44999,2182,-380,94.8%,401,303,0.6%,0,1
102,加纳,158220,61,156429,358,-38,98.9%,97,1433,0.9%,2,1
103,法属波利尼西亚,60716,0,33500,26579,0,55.2%,0,637,1.0%,0,1
104,古巴,1064128,733,1052276,3368,-196,98.9%,924,8484,0.8%,5,1
105,留尼汪岛,278494,0,250359,27532,0,89.9%,0,603,0.2%,0,1
106,科特迪瓦,81322,29,79129,1402,-9,97.3%,38,791,1.0%,0,1
107,洪都拉斯,406872,0,127289,268975,0,31.3%,0,10608,2.6%,0,1
108,玻利维亚,888175,0,763201,103616,0,85.9%,0,21358,2.4%,0,1
109,圣马丁岛,9523,6,9339,100,-48,98.1%,54,84,0.9%,0,1
110,圣巴泰勒米岛,3735,48,462,3267,48,12.4%,0,6,0.2%,0,1
111,牙买加,127436,83,74527,50138,-209,58.5%,278,2771,2.2%,14,1
112,土耳其,13353676,92406,12473470,788296,-11840,93.4%,103988,91910,0.7%,258,1
113,刚果（金）,85834,12,50930,33588,12,59.3%,0,1316,1.5%,0,1
114,巴拿马,749135,1221,728945,12190,455,97.3%,760,8000,1.1%,6,1
115,蒙古国,460550,761,313256,145137,758,68.0%,0,2157,0.5%,3,1
116,布基纳法索,20744,14,20309,60,11,97.9%,3,375,1.8%,0,1
117,塞浦路斯,302739,2200,124370,177562,2196,41.1%,0,807,0.3%,4,1
118,文莱,32513,0,19042,13362,0,58.6%,0,109,0.3%,0,1
119,马提尼克,108349,0,104,107384,0,0.1%,0,861,0.8%,0,1
120,法属圭亚那,77454,27,11254,65813,26,14.5%,0,387,0.5%,1,1
121,法罗群岛,30571,0,7693,22854,0,25.2%,0,24,0.1%,0,1
122,阿尔巴尼亚,269904,361,261065,5406,-736,96.7%,1090,3433,1.3%,7,1
123,孟加拉国,1929154,2584,1737854,162369,-7428,90.1%,9988,28931,1.5%,24,1
124,保加利亚,1063808,4626,781318,247517,-5345,73.4%,9866,34973,3.3%,105,1
125,摩尔多瓦,492604,1852,458066,23470,-2831,93.0%,4651,11068,2.2%,32,1
126,马尔代夫,163581,805,147910,15381,-201,90.4%,1006,290,0.2%,0,1
127,巴拉圭,633733,1726,589873,25713,-1143,93.1%,2832,18147,2.9%,37,1
128,马耳他,70516,79,68522,1400,-209,97.2%,288,594,0.8%,0,1
129,哥斯达黎加,783437,4005,635012,140531,-3642,81.1%,7620,7894,1.0%,27,1
130,哥伦比亚,6039163,4013,5857040,44254,-763,97.0%,4629,137869,2.3%,147,1
131,多哥,36710,6,36264,175,-196,98.8%,202,271,0.7%,0,1
132,秘鲁,3481752,8656,1720665,1551977,8481,49.4%,0,209110,6.0%,175,1
133,斯洛伐克,1324503,17536,1063728,242574,-1985,80.3%,19499,18201,1.4%,22,1
134,喀麦隆,119107,432,106050,11137,427,89.0%,0,1920,1.6%,5,1
135,梵蒂冈,29,0,28,1,0,96.6%,0,0,0.0%,0,1
136,塞尔维亚,1874134,6298,1647835,211571,6236,87.9%,0,14728,0.8%,62,1
137,直布罗陀,14873,81,13993,779,-85,94.1%,166,101,0.7%,0,1
138,不丹,9210,527,6088,3117,369,66.1%,158,5,0.1%,0,1
139,列支敦士登,11113,125,10542,496,46,94.9%,79,75,0.7%,0,1
140,巴勒斯坦,567261,0,523400,38760,0,92.3%,0,5101,0.9%,0,1
141,南非,3654824,3056,3518316,38210,503,96.3%,2118,98298,2.7%,435,1
142,波黑,367641,616,192218,160160,585,52.3%,0,15263,4.2%,31,1
143,匈牙利,1746424,7480,1504055,199303,-3435,86.1%,10815,43066,2.5%,100,1
144,斯洛文尼亚,871951,3809,769365,96412,-7959,88.2%,11746,6174,0.7%,22,1
145,波兰,5540162,23667,4824210,606160,-17614,87.1%,40977,109792,2.0%,304,1
146,阿根廷,8815247,16650,8543777,146408,-7730,96.9%,24221,125062,1.4%,159,1
147,智利,2783458,0,1861590,880801,201,66.9%,0,41067,1.5%,0,1
148,乌克兰,4672198,34938,3896009,672083,5402,83.4%,29254,104106,2.2%,282,1
149,沙特阿拉伯,737334,1376,707492,20861,-1223,96.0%,2596,8981,1.2%,3,1
150,突尼斯,979612,2754,914534,37703,-2961,93.4%,5653,27375,2.8%,62,1
151,塞内加尔,85521,26,83422,141,-11,97.5%,37,1958,2.3%,0,1
152,拉脱维亚,579168,10285,427436,146633,446,73.8%,9819,5099,0.9%,20,1
153,摩洛哥,1158145,636,1132920,9355,-1026,97.8%,1640,15870,1.4%,22,1
154,约旦,1553758,0,1350483,189646,0,86.9%,0,13629,0.9%,0,1
155,葡萄牙,3163869,0,2626220,516890,0,83.0%,0,20759,0.7%,0,1
156,安道尔,37589,70,36668,771,16,97.5%,54,150,0.4%,0,1
157,印度尼西亚,5089637,59635,4447210,496383,26515,87.4%,32904,146044,2.9%,216,1
158,捷克,3497820,15568,3286880,172752,-29141,94.0%,44653,38188,1.1%,56,1
159,多米尼加,571200,0,564556,2290,0,98.8%,0,4354,0.8%,0,1
160,亚美尼亚,414764,1417,388780,17676,-1433,93.7%,2825,8308,2.0%,25,1
161,爱尔兰,1265124,9553,1116011,142696,2695,88.2%,6732,6417,0.5%,126,1
162,卢森堡,177372,559,162852,13537,-1985,91.8%,2541,983,0.6%,3,1
163,厄瓜多尔,808925,8605,443880,329940,8538,54.9%,0,35105,4.3%,67,1
164,卡塔尔,353346,0,346405,6280,0,98.0%,0,661,0.2%,0,1
165,圣马力诺,13988,0,13226,652,0,94.6%,0,110,0.8%,0,1
166,摩纳哥,9162,17,8923,188,-16,97.4%,33,51,0.6%,0,1
167,冰岛,102086,2322,75685,26343,2322,74.1%,0,58,0.1%,0,1
