id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,149312,5746,130914,694,37,4,1645113600,1719,4,331,20,8,1,13305,135900,57,1555,12652,1272,1
2,oversea,422314872,5888726,346885114,None,None,None,1645113600,1968196,None,2862913,12015,None,None,None,None,None,None,69541032,-906732,None
