id,content,count
1,疫情,429
2,西安,226
3,防控,180
4,北京,121
5,核酸,120
6,人员,115
7,核酸检测,106
8,中国,95
9,恢复,81
10,工作,74
11,春节,72
12,地区,72
13,健康,70
14,风险,65
15,2022年,59
16,收费站,56
17,回家,56
18,记者,54
19,检测,51
20,食品,51
21,情况,50
22,出行,50
23,小时,50
24,隔离,48
25,发车,47
26,通知,45
27,过年,45
28,措施,44
29,发布,44
30,市民,44
31,企业,44
32,期间,43
33,新闻,42
34,活动,42
35,间隔,42
36,接种,42
37,时间,41
38,重点,41
39,病毒,40
40,生活,40
41,新冠,39
42,政策,39
43,西安市,39
44,中心,38
45,市,37
46,相关,37
47,社区,36
48,做好,36
49,病例,36
50,药物,36
51,天津,35
52,疫苗,35
53,旅客,35
54,交通,34
55,服务,34
56,希望,33
57,阴性,33
58,运营,33
59,保障,33
60,落实,33
61,防疫,31
62,生产,31
63,秒,31
64,发布会,30
65,感染,30
66,复工,30
67,货物,30
68,新冠肺炎,29
69,发现,29
70,地铁,29
71,学生,29
72,][,28
73,影响,28
74,形势,28
75,发展,28
76,48,28
77,美国,28
78,管理,28
79,报告,28
80,新冠病毒,28
81,孩子,28
82,力量,27
83,新增,27
84,证明,27
85,市场,27
86,提醒,26
87,小区,26
88,客运站,26
89,有序,26
90,结束,25
91,居家,25
92,传播,25
93,文化,25
94,项目,25
95,春运,24
96,杭州,24
97,公司,24
98,公园,24
99,BA.2,24
100,配合,23
101,社会,23
102,全市,23
103,冷链,23
104,指挥部,23
105,奥密克戎,23
106,高速,22
107,常态化,22
108,确诊病例,22
109,国家,22
110,城市,22
111,复产,22
112,返乡,21
113,防护,21
114,选择,21
115,确诊,21
116,区域,21
117,包括,21
118,全球,21
119,经济,21
120,调整,20
121,部门,20
122,辆,20
123,抗疫,20
124,小年,20
125,陕西,20
126,吃,20
127,火车站,19
128,机场,19
129,带,19
130,学校,19
131,关注,19
132,居民,19
133,昨天,18
134,确保,18
135,信息,18
136,分钟,18
137,持续,18
138,单位,18
139,网络,18
140,春联,18
141,口罩,18
142,购买,18
143,食用,18
144,暂停,18
145,旅游,18
146,辖区,18
147,美,18
148,疾控,17
149,车辆,17
150,健康码,17
151,电话,17
152,消息,17
153,整治,17
154,送,17
155,北京市,17
156,新年,17
157,管控,17
158,视频,17
159,专家,17
160,2021年,17
161,公共,17
162,组织,17
163,排查,17
164,绿码,17
165,群众,17
166,监测,17
167,朋友,16
168,提前,16
169,采样,16
170,销售,16
171,家庭,16
172,食物,16
173,回,16
174,媒体,16
175,责任,16
176,解除,16
177,调查,16
178,通告,16
179,国际,16
180,变体,16
181,长安,15
182,走,15
183,变化,15
184,冬奥会,15
185,最新,15
186,减少,15
187,卫生,15
188,增长,15
189,宝弹,15
190,新型,15
191,冠状,15
192,推进,15
193,轮,14
194,计划,14
195,买,14
196,预计,14
197,距离,14
198,运行,14
199,参加,14
200,下午,14
201,环境,14
202,外出,14
203,轨迹,14
204,A股,14
205,控制,14
206,河北省,14
207,上海,14
208,外地,14
209,新春,14
210,全员,14
211,快乐,14
212,介绍,14
213,安排,14
214,预约,14
215,消费,14
216,开心,14
217,统筹,14
218,读书,14
219,退役,14
220,研发,14
221,提示,13
222,2022,13
223,好好,13
224,公路,13
225,全国,13
226,检查,13
227,近日,13
228,报备,13
229,接到,13
230,快递,13
231,来源,13
232,超过,13
233,阳性,13
234,河北,13
235,高风险,13
236,提供,13
237,工作人员,13
238,人次,13
239,班线,13
240,封闭,13
241,开放,13
242,查验,13
243,辉瑞,13
244,GDI-4405,13
245,临床,13
246,军人,13
247,本土,12
248,号,12
249,终于,12
250,今日,12
251,现场,12
252,网上,12
253,四,12
254,全域,12
255,聚集,12
256,华商报,12
257,主动,12
258,早日,12
259,业务,12
260,全线网,12
261,客流,12
262,通报,12
