id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,97069783,627360,89308663,6483023,92.0%,1278097,1.3%
2,欧洲,118934463,1860322,89615563,27715443,75.3%,1603457,1.3%
3,非洲,10882220,72372,9659328,984961,88.8%,237931,2.2%
4,大洋洲,2573001,58464,2135027,432213,83.0%,5761,0.2%
5,北美洲,86822539,580902,55955009,29561116,64.4%,1306414,1.5%
6,南美洲,46956104,410663,40908189,4839250,87.1%,1208665,2.6%
7,其他,712,0,699,0,98.2%,13,1.8%
