id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,121075759,741325,110045721,9675483,90.9%,1354555,1.1%
2,欧洲,160788168,518118,141090605,17971173,87.7%,1726390,1.1%
3,非洲,11576623,3440,10730397,595989,92.7%,250237,2.2%
4,大洋洲,3943459,40905,3427688,507678,86.9%,8093,0.2%
5,北美洲,95375009,8976,67679349,26278962,71.0%,1416698,1.5%
6,南美洲,54788956,38773,49163816,4361488,89.7%,1263652,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
