id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,库克群岛,141,15,11,130,14,7.8%,1,0,0.0%,0,1
2,基里巴斯,2991,5,2352,627,-17,78.6%,21,12,0.4%,1,1
3,汤加王国,1059,104,344,715,91,32.5%,13,0,0.0%,0,1
4,韩国,4869691,210713,969524,3890885,210574,19.9%,0,9282,0.2%,139,1
5,帕劳共和国,3864,20,3510,348,-177,90.8%,197,6,0.2%,0,1
6,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
7,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
8,萨摩亚独立国,41,0,28,13,0,68.3%,0,0,0.0%,0,1
9,瓦努阿图共和国,42,24,6,35,24,14.3%,0,1,2.4%,0,1
10,马尔维纳斯群岛,115,1,68,47,1,59.1%,0,0,0.0%,0,1
11,马绍尔群岛,7,0,7,0,0,100.0%,0,0,0.0%,0,1
12,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
13,所罗门群岛,8150,86,1795,6237,85,22.0%,0,118,1.4%,1,1
14,莱索托,32707,0,23437,8573,0,71.7%,0,697,2.1%,0,1
15,科摩罗,8048,15,7867,21,3,97.8%,12,160,2.0%,0,1
16,塔吉克斯坦,17388,0,17263,1,0,99.3%,0,124,0.7%,0,1
17,海峡群岛,53924,0,50415,3363,0,93.5%,0,146,0.3%,0,1
18,阿拉伯联合酋长国,883270,386,844302,36666,-818,95.6%,1203,2302,0.3%,1,1
19,也门,11781,6,8798,845,-5,74.7%,8,2138,18.1%,3,1
20,圣皮埃尔,1125,0,1083,41,0,96.3%,0,1,0.1%,0,1
21,圣多美和普林西比,5934,0,5861,1,-1,98.8%,1,72,1.2%,0,1
22,南苏丹,17015,0,13278,3600,0,78.0%,0,137,0.8%,0,1
23,马拉维,85440,18,76252,6569,-1,89.2%,18,2619,3.1%,1,1
24,布隆迪,38150,0,773,37339,0,2.0%,0,38,0.1%,0,1
25,塞拉利昂,7666,0,4393,3148,0,57.3%,0,125,1.6%,0,1
26,博茨瓦纳,263950,0,259434,1897,0,98.3%,0,2619,1.0%,0,1
27,百慕大,11743,0,11440,180,0,97.4%,0,123,1.0%,0,1
28,英属维尔京群岛,6091,0,2649,3380,0,43.5%,0,62,1.0%,0,1
29,安圭拉,2574,0,2552,13,0,99.1%,0,9,0.3%,0,1
30,格林纳达,13690,0,13336,138,0,97.4%,0,216,1.6%,0,1
31,圣基茨和尼维斯,5536,0,5490,4,0,99.2%,0,42,0.8%,0,1
32,特克斯和凯科斯群岛,5867,0,5787,44,0,98.6%,0,36,0.6%,0,1
33,几内亚比绍,8033,6,7018,848,6,87.4%,0,167,2.1%,0,1
34,马里,30398,0,29553,120,-3,97.2%,2,725,2.4%,1,1
35,利比亚,498453,495,476719,15426,-1706,95.6%,2192,6308,1.3%,9,1
36,老挝,144551,165,7660,136258,161,5.3%,0,633,0.4%,4,1
37,伯利兹,56876,0,55227,998,0,97.1%,0,651,1.1%,0,1
38,缅甸,599619,1173,549153,31075,-538,91.6%,1709,19391,3.2%,2,1
39,多米尼克,11248,0,10918,269,0,97.1%,0,61,0.5%,0,1
40,莫桑比克,225140,5,219897,3047,5,97.7%,0,2196,1.0%,0,1
41,叙利亚,55085,63,48447,3539,-120,87.9%,180,3099,5.6%,3,1
42,马恩岛,23604,76,22738,786,59,96.3%,17,80,0.3%,0,1
43,巴布亚新几内亚,41533,0,39905,989,0,96.1%,0,639,1.5%,0,1
44,厄立特里亚,9716,0,9608,5,0,98.9%,0,103,1.1%,0,1
45,乌干达,163402,64,100064,59746,62,61.2%,0,3592,2.2%,2,1
46,安哥拉,98806,10,96800,106,-52,98.0%,62,1900,1.9%,0,1
47,东帝汶,22759,0,22440,190,0,98.6%,0,129,0.6%,0,1
48,新喀里多尼亚,58733,1258,54584,3845,-2246,92.9%,3504,304,0.5%,0,1
49,马达加斯加,63791,0,59002,3416,0,92.5%,0,1373,2.2%,0,1
50,津巴布韦,239710,190,229183,5128,-332,95.6%,520,5399,2.3%,2,1
51,佛得角,55898,3,55431,66,2,99.2%,1,401,0.7%,0,1
52,蒙特塞拉特,164,0,162,0,0,98.8%,0,2,1.2%,0,1
53,海地,30385,0,25485,4077,0,83.9%,0,823,2.7%,0,1
54,尼日尔,8767,4,8449,11,1,96.4%,3,307,3.5%,0,1
55,乍得,7258,0,4874,2194,0,67.2%,0,190,2.6%,0,1
56,萨尔瓦多,156364,0,132410,19863,-2,84.7%,0,4091,2.6%,2,1
57,尼加拉瓜,18105,0,4225,13659,0,23.3%,0,221,1.2%,0,1
58,斐济,64034,15,62179,1021,-34,97.1%,49,834,1.3%,0,1
59,毛里求斯,33045,0,29266,2993,0,88.6%,0,786,2.4%,0,1
60,赞比亚,313910,89,308676,1275,-88,98.3%,177,3959,1.3%,0,1
61,吉布提,15550,0,15359,2,0,98.8%,0,189,1.2%,0,1
62,吉尔吉斯斯坦,200658,10,195713,1977,-30,97.5%,39,2968,1.5%,1,1
63,巴巴多斯,56220,111,54467,1431,111,96.9%,0,322,0.6%,0,1
64,黑山,231011,53,227319,1006,-25,98.4%,77,2686,1.2%,1,1
65,冈比亚,11948,0,11559,24,0,96.7%,0,365,3.1%,0,1
66,格陵兰岛,11810,0,2761,9029,0,23.4%,0,20,0.2%,0,1
67,贝宁,26575,0,25506,906,0,96.0%,0,163,0.6%,0,1
68,索马里,26400,0,13182,11870,0,49.9%,0,1348,5.1%,0,1
69,坦桑尼亚,33620,0,183,32639,0,0.5%,0,798,2.4%,0,1
70,利比里亚,7384,0,5747,1343,0,77.8%,0,294,4.0%,0,1
71,圭亚那合作共和国,63062,15,61607,232,12,97.7%,3,1223,1.9%,0,1
72,马约特,36703,0,2964,33552,0,8.1%,0,187,0.5%,0,1
73,巴哈马,33176,2,33032,-627,-33,99.6%,35,771,2.3%,0,1
74,乌兹别克斯坦,236967,68,234113,1217,-23,98.8%,91,1637,0.7%,0,1
75,瓜德罗普,126642,0,2250,123555,0,1.8%,0,837,0.7%,0,1
76,开曼群岛,19373,0,8553,10803,0,44.1%,0,17,0.1%,0,1
77,刚果（布）,24020,0,20178,3464,0,84.0%,0,378,1.6%,0,1
78,中非共和国,14320,0,6859,7348,0,47.9%,0,113,0.8%,0,1
79,塞舌尔,39403,0,38923,317,0,98.8%,0,163,0.4%,0,1
80,赤道几内亚,15894,0,15670,41,0,98.6%,0,183,1.2%,0,1
81,纳米比亚,157350,0,153069,267,0,97.3%,0,4014,2.6%,0,1
82,卢旺达,129560,5,45522,82580,5,35.1%,0,1458,1.1%,0,1
83,斯威士兰,69307,1,67835,81,-42,97.9%,43,1391,2.0%,0,1
84,毛里塔尼亚,58652,3,57641,31,-1,98.3%,4,980,1.7%,0,1
85,阿鲁巴,33732,0,33462,58,0,99.2%,0,212,0.6%,0,1
86,钻石公主号邮轮,712,0,699,0,0,98.2%,0,13,1.8%,0,1
87,苏里南,78579,24,49364,27896,24,62.8%,0,1319,1.7%,0,1
88,库拉索,39133,0,38533,336,0,98.5%,0,264,0.7%,0,1
89,圣卢西亚,22795,0,22361,72,0,98.1%,0,362,1.6%,0,1
90,圣文森特和格林纳丁斯,6742,0,6634,2,-5,98.4%,5,106,1.6%,0,1
91,安提瓜和巴布达,7455,0,7301,19,0,97.9%,0,135,1.8%,0,1
92,危地马拉,792961,0,741775,34103,0,93.5%,0,17083,2.2%,0,1
93,乌拉圭,855883,1205,835405,13427,-1001,97.6%,2200,7051,0.8%,6,1
94,委内瑞拉,516966,239,507294,4022,-318,98.1%,555,5650,1.1%,2,1
95,苏丹,61569,0,40329,17328,0,65.5%,0,3912,6.4%,0,1
96,几内亚,36427,30,33000,2987,-31,90.6%,61,440,1.2%,0,1
97,埃塞俄比亚,469007,36,420431,41100,20,89.6%,16,7476,1.6%,0,1
98,哈萨克斯坦,1303848,141,1277112,13101,-403,97.9%,535,13635,1.0%,9,1
99,肯尼亚,323094,19,317181,272,-13810,98.2%,13829,5641,1.7%,0,1
100,特立尼达和多巴哥,130532,437,104797,22070,165,80.3%,265,3665,2.8%,7,1
101,加蓬,47559,0,47066,190,0,99.0%,0,303,0.6%,0,1
102,加纳,160028,0,157999,587,0,98.7%,0,1442,0.9%,0,1
103,法属波利尼西亚,68975,0,33500,34832,0,48.6%,0,643,0.9%,0,1
104,古巴,1073504,548,1062430,2573,149,99.0%,398,8501,0.8%,1,1
105,留尼汪岛,302162,0,289069,12427,0,95.7%,0,666,0.2%,0,1
106,科特迪瓦,81556,10,80383,378,-59,98.6%,69,795,1.0%,0,1
107,洪都拉斯,413699,0,128408,274506,0,31.0%,0,10785,2.6%,0,1
108,玻利维亚,895098,547,798486,75149,-2127,89.2%,2666,21463,2.4%,8,1
109,圣马丁岛,9586,0,9453,48,0,98.6%,0,85,0.9%,0,1
110,圣巴泰勒米岛,3780,0,462,3312,0,12.2%,0,6,0.2%,0,1
111,牙买加,128213,13,78849,46534,-174,61.5%,185,2830,2.2%,2,1
112,土耳其,14388231,27671,13813131,479419,-22740,96.0%,50241,95681,0.7%,170,1
113,刚果（金）,86154,0,50930,33889,0,59.1%,0,1335,1.5%,0,1
114,巴拿马,757930,81,746699,3113,-604,98.5%,682,8118,1.1%,3,1
115,蒙古国,466142,190,313256,150710,188,67.2%,0,2176,0.5%,2,1
116,布基纳法索,20751,0,20309,67,0,97.9%,0,375,1.8%,0,1
117,塞浦路斯,334822,1730,124370,209574,1728,37.1%,0,878,0.3%,2,1
118,文莱,93034,4185,53346,39541,947,57.3%,3234,147,0.2%,4,1
119,马提尼克,115951,0,104,114952,0,0.1%,0,895,0.8%,0,1
120,法属圭亚那,77866,0,11254,66218,0,14.5%,0,394,0.5%,0,1
121,法罗群岛,34237,0,7693,26516,0,22.5%,0,28,0.1%,0,1
122,阿尔巴尼亚,272250,78,267460,1307,-39,98.2%,114,3483,1.3%,3,1
123,孟加拉国,1947702,436,1846884,71729,-3114,94.8%,3546,29089,1.5%,4,1
124,保加利亚,1103788,515,860142,207723,-374,77.9%,868,35923,3.3%,21,1
125,摩尔多瓦,505644,518,484643,9708,-630,95.8%,1141,11293,2.2%,7,1
126,马尔代夫,173064,306,158234,14533,-102,91.4%,408,297,0.2%,0,1
127,巴拉圭,644199,260,615849,9868,-576,95.6%,825,18482,2.9%,11,1
128,马耳他,71971,72,70089,1273,-9,97.4%,80,609,0.8%,1,1
129,哥斯达黎加,817538,0,705529,103888,0,86.3%,0,8121,1.0%,0,1
130,哥伦比亚,6072656,1088,5901731,31805,-99,97.2%,1133,139120,2.3%,54,1
131,多哥,36833,6,36425,136,5,98.9%,1,272,0.7%,0,1
132,秘鲁,3528038,3045,1720665,1596218,2932,48.8%,0,211155,6.0%,113,1
133,斯洛伐克,1512913,3419,1342335,151874,-3265,88.7%,6667,18704,1.2%,17,1
134,喀麦隆,119322,0,117263,133,0,98.3%,0,1926,1.6%,0,1
135,梵蒂冈,29,0,28,1,0,96.6%,0,0,0.0%,0,1
136,塞尔维亚,1927849,2231,1852399,59987,-4186,96.1%,6391,15463,0.8%,26,1
137,直布罗陀,15677,0,15245,331,0,97.2%,0,101,0.6%,0,1
138,不丹,15119,321,11003,4109,-196,72.8%,517,7,0.0%,0,1
139,列支敦士登,13195,263,12394,723,-268,93.9%,531,78,0.6%,0,1
140,巴勒斯坦,578648,703,566172,7188,-1628,97.8%,2327,5288,0.9%,4,1
141,南非,3685120,1147,3564491,21020,881,96.7%,266,99609,2.7%,0,1
142,波黑,372478,339,192218,164685,283,51.6%,0,15575,4.2%,56,1
143,匈牙利,1805898,5852,1632325,129137,-8049,90.4%,13751,44436,2.5%,150,1
144,斯洛文尼亚,904459,773,873991,24101,-1263,96.6%,2032,6367,0.7%,4,1
145,波兰,5747322,5583,5132682,502089,-6472,89.3%,12049,112551,2.0%,6,1
146,阿根廷,8942888,2274,8744742,71304,-5327,97.8%,7541,126842,1.4%,60,1
147,智利,3202562,14114,2294279,865057,-24681,71.6%,38646,43226,1.3%,149,1
148,乌克兰,4875007,52835,4058020,710308,51855,83.2%,0,106679,2.2%,980,1
149,沙特阿拉伯,747715,279,728189,10517,-367,97.4%,645,9009,1.2%,1,1
150,突尼斯,1005804,0,972671,5190,0,96.7%,0,27943,2.8%,0,1
151,塞内加尔,85768,21,83728,78,-3,97.6%,23,1962,2.3%,1,1
152,拉脱维亚,704134,2594,584650,114124,-1229,83.0%,3814,5360,0.8%,9,1
153,摩洛哥,1161698,112,1143763,1913,-766,98.5%,871,16022,1.4%,7,1
154,约旦,1638228,0,1546429,77950,0,94.4%,0,13849,0.8%,0,1
155,葡萄牙,3337806,5606,2843809,472781,-5367,85.2%,10956,21216,0.6%,17,1
156,安道尔,38620,0,37816,653,0,97.9%,0,151,0.4%,0,1
157,印度尼西亚,5770105,21380,5171402,448273,-27678,89.6%,48800,150430,2.6%,258,1
158,捷克,3642514,2580,3532520,71008,-6872,97.0%,9427,38986,1.1%,25,1
