id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,88748808,567095,83533838,3952089,94.1%,1262881,1.4%
2,欧洲,101375507,1333286,80184314,19624487,79.1%,1566706,1.5%
3,非洲,10386411,40455,9183748,969226,88.4%,233437,2.2%
4,大洋洲,1703355,153400,606862,1091621,35.6%,4872,0.3%
5,北美洲,76586062,1099800,52263956,23051647,68.2%,1270459,1.7%
6,南美洲,42291892,327409,38438484,2656524,90.9%,1196884,2.8%
7,其他,712,0,699,0,98.2%,13,1.8%
